subject,instructions_time,total_time,gender,use_s1,write_down,comments,stamp,id
acb9811940a7f4e9730d36be0a30e7fc,83105,734469,Male,No,No,no,6/5/19 12:25,12995
2a74d78b51669090f8a6d97909151eda,80221,793821,Female,No,No,this was great,6/5/19 12:26,12996
febe35ef4e5436750dfae0694ab706e6,106526,562701,Female,No,No,,6/5/19 12:26,12997
8fb788f4b7f1947957247e54d49ad334,83763,722383,Female,No,No,none,6/5/19 12:26,12998
9b1544bef9f96d79a951810764453784,124439,796826,Female,No,No,No,6/5/19 12:26,12999
cb7a97d1b84b2f7db47d0702c0552ad0,62406,720947,Male,Yes,No,,6/5/19 12:26,13000
cc6a2d2b667efa492ba164339eac64a9,128962,776184,Female,No,No,,6/5/19 12:26,13001
350701e14e541d1d2e974801138baa47,73960,681827,Male,No,No,It was fun.,6/5/19 12:26,13002
683a8784423082929bf4549678371ba8,68514,621620,Female,No,No,no,6/5/19 12:26,13003
575b72a6389eaee6685a520a37ceb7c1,78816,634963,Male,No,No,No questions.,6/5/19 12:26,13004
71b9e5d3be0147c79ee924491bd791b1,53038,464346,Male,No,No,,6/5/19 12:26,13005
c6e6b8d0f24a8eca0431fee027778ccf,71270,800699,Male,No,No,no,6/5/19 12:26,13006
d9f95e4b4bb24a34da0eaf6b10a60f08,77071,810835,Male,No,No,I kept typing in the name of the month for the first question but the timer kept running,6/5/19 12:26,13007
922cdd7a04398b2a20d8a0ea057fef45,45129,762076,Female,No,No,,6/5/19 12:26,13008
a7645269c2219564d4519dd722f13cf1,102439,777720,Female,No,No,"I wish, wish, wish I could have written things down. I didn't, and it seemed to me that the months' points were given pretty randomly. Sometimes it seemed like the higher points had to do with which side the months were on, rather than the months themselves.",6/5/19 12:26,13009
9465c38635d14d19a28344227d8fe401,69784,723647,Male,No,No,Lots of fun,6/5/19 12:26,13010
3e7f24fcab2e1790be89c88b2a8e253e,136121,786292,Male,No,No,"This was very interesting, thank you.",6/5/19 12:26,13011
d70d824270de5baca1aa20a78e3f95f3,118518,727734,Female,No,No,None,6/5/19 12:26,13012
40a64ca0c8614b08012ef94fb31cdd9b,42302,520234,Female,No,No,no,6/5/19 12:27,13013
8f7653d451cf3a002900498bdf463d36,201383,734923,Female,No,No,no,6/5/19 12:27,13014
d1a0a583f6ea3f1795791b87b6991185,94081,776040,Female,No,No,Very interesting. ,6/5/19 12:27,13015
7beae255fd7d34f1cbf5d3515d72128b,73925,839958,Male,No,No,I enjoyed this,6/5/19 12:27,13016
a791e7402ed884837ee8216b9a3122c6,59567,763311,Male,No,No,"This was fun, interesting and challenging. Thanks and good luck with your research, and bonuses are always appreciated.",6/5/19 12:27,13017
94a9cfb42f74b4de83d1fd3967c76ece,76468,821469,Female,Yes,No,,6/5/19 12:28,13018
e5d0301fef9cb79be515ad3cf0f51345,63789,808291,Female,No,No,This was hard and interesting,6/5/19 12:28,13019
f764987cb7c15221b700808cd74b8a8e,58312,695476,Male,No,No,"I enjoyed this, thank you!",6/5/19 12:28,13020
52d09e4fbcee55977d5d9b3dc1b536ae,168127,667806,Female,No,No,,6/5/19 12:28,13021
93ab53f6f7fa915e1b3627d26a2aebf5,73676,696510,Female,No,No,no,6/5/19 12:28,13022
1ff16cb968c4e69fb8a28a2d6393b7d8,85840,777158,Male,Yes,No,I wonder if this is this somehow related to the seasons of the year.,6/5/19 12:28,13023
f6377f957e2e3b1f18a66392fd98229f,69216,786521,Male,No,No,No.,6/5/19 12:28,13024
d6e1e36a87df9fb3d16c7415438a7c53,165446,809108,Female,No,No,no,6/5/19 12:28,13025
91f01d56e0ef3b5a99334a6c914ad292,90711,839785,Male,No,No,no problems,6/5/19 12:28,13026
94415cb36fabaf6e95aa9d2b98fe8503,78309,840374,Female,No,No,no,6/5/19 12:28,13027
e03e48c647a10b80ffed5a89cc725039,49136,510442,Male,No,No,None!,6/5/19 12:28,13028
dd1e7f800c7b8525151b2a6835f52d7d,125456,753816,Female,No,No,I really could not keep track of the value of the months. It seemed very difficult to remember with the constant information flashing and changes.,6/5/19 12:28,13029
bc98df1cc3c208a722f227fb2030f73a,72000,835987,Female,No,No,no,6/5/19 12:28,13030
31f6c007bacf045f9e15afeba6eb0962,82178,702905,Male,No,No,What did I just do? I'm interested.,6/5/19 12:28,13031
fc06126c3f63e296c7fde3e55383f9e6,87627,677495,Female,No,No,Well this was a weird one.,6/5/19 12:28,13032
23fd6ac0a06a9f59d8fedd462b05e8cb,146019,704934,Male,No,No,,6/5/19 12:29,13033
4737d0a0370e126209d3236cea5ab66f,93928,769744,Male,No,No,The study was quite fun and interesting.,6/5/19 12:29,13034
57991ae2bcfa59aeae01ce6bafa20a46,85096,857975,Female,No,No,"Thank you for the opportunity, have a great day!",6/5/19 12:29,13035
98fcc8f28a7e7bf721ff80e639187d74,127456,883981,Female,No,No,This was fun!,6/5/19 12:29,13036
a99c7c04bb86b1fea9635904e2e4ad46,111334,890789,Male,No,No,No comments,6/5/19 12:29,13037
91d0c857b88006fd8110c5eef2c0ecb2,89408,958246,Female,No,No,none,6/5/19 12:29,13038
5dd9cc0ed2362365490f8186bc5ef95a,180515,928362,Male,No,No,no,6/5/19 12:29,13039
a49b4b6bca93b2cebcfb5d8b380a1593,96327,621926,Female,No,No,,6/5/19 12:29,13040
91aaee6c8f409274be7c423c16d719c3,73644,870739,Female,No,No,"No, just been unusaual.",6/5/19 12:29,13041
246ba2c4a1f0217e9fdc82459711e9c5,92864,882167,Male,No,No,no I do not,6/5/19 12:29,13042
868e086ea21cd4014edb00736f7ba8f5,47305,889730,Female,No,No,thanks it all helps disabled get so little all goes for rent ulties trash cat needs etc thanks so much,6/5/19 12:30,13043
a9c0956b473f3faeda6bbaf2cbac32a1,73311,1018205,Female,No,No,no,6/5/19 12:30,13044
0fdf4a969469fa3cede49637a1d740fe,163463,1001410,Female,No,No,,6/5/19 12:30,13045
3d361dcda58a848a3fceb2a596cc19a9,226842,970852,Male,No,No,N/A - Thanks,6/5/19 12:30,13046
46069a952754aca388d18129bfd46f6d,41687,1094603,Male,No,No,,6/5/19 12:31,13047
215eb97e51116b75271eba376b6a53dd,159007,932424,Male,Yes,No,VERY INTERESTING STUDY ,6/5/19 12:31,13048
630e014f43a78adc1a292826f4d1c282,75812,719997,Male,No,No,no,6/5/19 12:31,13049
e2e3c1bdf74456288aa1ea07bb54a373,96909,814809,Male,No,No,,6/5/19 12:32,13050
d045f7d79d679a001954320462d4ef40,102084,1074254,Female,No,No,Thank you.,6/5/19 12:33,13051
83c0b73c9ab49fec14345a1c6b769ec0,75536,1258022,Female,No,No,i have no other comments,6/5/19 12:34,13052
472fb5f31b2df81628ada1f8fe2571bf,101993,880737,Female,Yes,Yes,Intresting,6/5/19 12:34,13053
4400595d835ddccb16ab358798e9de19,136090,941649,Male,No,No,"No, it worked fine.",6/5/19 12:34,13054
d70414c5cae8fef8bf26f8a44d784c1a,123797,968859,Male,No,No,I like this research because of its rationalizing nature,6/5/19 12:34,13055
2bf983382a921ec7ac6e075966f6ad62,89653,678070,Male,No,No,great hit,6/5/19 12:34,13056
fb86f63977a837056ec62ede6d509760,138912,1117387,Male,No,No,None,6/5/19 12:35,13057
fc84b7cb1752179d2c236257cdd43442,280130,1010393,Female,No,No,"No it was fun, I ran out of time on the question of what month was best choice, i chose April, but ran out of time because I changed my mind from August :)",6/5/19 12:35,13058
63b7dceac5069e991565ad20b14b10df,191710,988150,Female,No,No,"No, thank you!!",6/5/19 12:35,13059
0f1e0cfe66e80139b2fb27c4d8a033c7,24407,328431,Male,No,No,no,6/5/19 12:36,13060
4a1eefef6a78750d31e2d3b82ae5d5b4,107048,1330689,Female,No,No,,6/5/19 12:36,13061
1b25bcc0850d7e29cd083df666caba90,94609,715954,Male,No,No,thank you!,6/5/19 12:37,13062
6c257614e0575f9ef8e3d5af08f936dc,137607,740976,Female,No,No,,6/5/19 12:39,13063
4465f4e68db22c6c197bdbdc3106efab,201623,736352,Female,No,No,Nope!,6/5/19 12:39,13064
cba645e780f3a5f9d3e13b31ace1df49,100368,620814,Female,No,No,Very well arranged survey ,6/5/19 12:39,13065
73e424d79e3ca8f7d3cc8c8244d30878,104756,1640008,Female,No,No,no,6/5/19 12:40,13066
51791129ed2d04824576b6e46ba9d305,73501,820606,Male,No,No,have the two selection keys closer together so you can select them with one hand and click the next button with the other. ,6/5/19 12:40,13067
f47ac7b9ea7e3f732912e21a5145a893,33513,543017,Male,No,No,,6/5/19 12:41,13068
67a2ed4482769f5bf004855e2df4fdfe,262111,1405267,Female,No,No,"I thought this was one of the  most exciting surveys I've done in quite some time. Thank you for allowing me the opportunity to experience this.  Have a great week & summer !

Jean",6/5/19 12:41,13069
99b977df227b9a61fa9cf7e45403e6f3,54869,594775,Female,No,No,No,6/5/19 12:42,13070
c83ecae9801a2297a2055bc7c9658b32,66254,536179,Male,No,No,Thank you so much for having me today!,6/5/19 12:42,13071
9a0f02d5e86c67100757cfe642009fd0,100758,1084592,Female,No,No,Easy to follow along and fun,6/5/19 12:42,13072
309f6e1d804402f9b7fa111a58cd3ce7,45907,410802,Male,No,No,I do not know,6/5/19 12:45,13073
c92997d8fe5432ef48d4cb9d8f85d723,83846,609387,Female,No,No,I thought this was fairly interesting.,6/5/19 12:46,13074
d0ccce9461ccc76063a9369e11f4dd75,121997,726531,Male,No,No,nothing to add,6/5/19 12:47,13075
09cf9580dec49b077ee9770a88e8df41,154721,956642,Male,No,No,no,6/5/19 12:47,13076
92edcfba76dd985512df9f92c050d52e,76465,947880,Female,No,No,no,6/5/19 12:48,13077
9096746f23519bd4ab0dabb1ac55e6ae,86911,725520,Male,No,No,nothing further to add,6/5/19 12:49,13078
29422e4ea0bba9e443849ab80ee508e6,25037,748422,Female,No,No,,6/5/19 12:50,13079
767b4ec80f793aec8fb8ccf297b115cd,34936,744222,Male,Yes,Yes,this study is very very like,6/5/19 12:51,13080
69586c7c19b9c41e1fb91a45c6ad9d1d,80358,898627,Male,No,No,Interesting study.,6/5/19 12:52,13081
5a5909e0a2d8675b951bb8574e967d62,72231,727320,Male,No,No,Great study!,6/5/19 12:55,13082
c9a66f27e1ceced4bf6de7e003821e9d,86416,629712,Female,No,No,I do not have any comments at this time,6/5/19 12:56,13083
4c220e287216a2caa8016945b120d1fc,135516,653233,Male,No,No,,6/5/19 12:59,13084
b936fcf77fd93c1aaeb4df5af494744a,55791,892792,Male,No,No,,6/5/19 12:59,13085
63808be1c63fd7efa2d45a5cb4af1842,185506,918514,Male,No,No,cool beans ,6/5/19 13:00,13086
0a518354f325545f8c4d87140d258cb0,78205,469097,Male,No,No,,6/5/19 13:01,13087
9f9274320ba2d44ea4cd6f1756889743,115601,779787,Other,No,No,I found the study to be engaging and fun. I did not encounter any problems.,6/5/19 13:03,13088
5ac7fbfeee301665ee291cb2d9b2efb5,120595,3067018,Female,No,No,,6/5/19 13:04,13089
3dd3d0658ef341267313d8148e62bc6c,226525,844816,Female,No,No,"surprisingly fun, that was refreshing. thanks!",6/5/19 13:05,13090
000547a3988cbabc201f1ba00cedf11f,167471,1592415,Male,No,No,no,6/5/19 13:05,13091
17b37fdead24940016a88b52252fcde2,40468,519347,Female,No,No,no,6/5/19 13:07,13092
0efd4dc2a0e5ee86a967067fe9ef9545,98720,1204762,Female,No,No,none,6/5/19 13:09,13093
8e14befbeffb3248062e95aefa00982b,317539,910966,Female,No,No,,6/5/19 13:11,13094
ad51aec9577bfe5d79331e2401fd7f4d,65783,724451,Male,No,No,No,6/5/19 13:14,13095
04b157ee2bd0e26eaa3b97eddf4e22c2,50715,532805,Female,No,No,Thank you!,6/5/19 13:16,13096
c0c39a555a9d772b85aff12a195872a6,397341,1356320,Male,Yes,No,The survey is very enjoyful,6/5/19 13:22,13097
87fb85e89d2b87e37dc90d0bf2159a9c,52722,575403,Male,No,No,"Everything works, thank you.  Seemed that the earlier months generally paid better, except for July/December which were almost always the higher of the pair.",6/5/19 13:23,13098
2a13a769e237299d2cd7ac70ee2756df,72798,736112,Female,No,No,Thanks,6/5/19 13:26,13099
2c598a59c17d2898b881c63e3139696c,49216,555779,Female,No,No,,6/5/19 13:31,13100
62590a064e5170287badcb55ef4927d4,136750,1044145,Female,No,No,N/A,6/5/19 13:35,13101
59deac343ea2a9d128767aaefccceee4,72603,630048,Male,Yes,No,just thanks!,6/5/19 13:37,13102
0512c35574cf0fe0e6bf4b1816dc4665,97830,1069698,Male,No,No,"the focus got shifted out of the input field on the timed page when a 15 second warning came up
in addition to the time pressure, that was a little unfair.
I was able to remember to use the shift key and space
but having a next button for every choice while requiring key input too is always bad",6/5/19 13:37,13103
94346235f869f8be826c8261bc17a024,75782,569412,Female,No,No,no,6/5/19 13:38,13104
5fc63d1fbaf03cf3340c1b05a0678e10,79392,543382,Male,No,No,,6/5/19 13:41,13105
2ff53f85b0cabba06e4e046151911f8e,77801,766666,Male,No,No,"Interesting study. Thank you, and good luck with your research!",6/5/19 13:41,13106
feb6494ce5ca78d031449466d5a65e86,78386,603070,Male,No,No,None. Fun survey.,6/5/19 13:42,13107
b0fe66a203b64dfaa5219940dad226e4,153110,869636,Female,No,No,It was very interesting. I would like the space bar or something as the advance. It was really time consuming to have to click the mouse for next over and over.,6/5/19 13:43,13108
842835d00356cefce4c856db0c859733,175026,1082779,Female,No,No,Interesting survey!,6/5/19 13:44,13109
22a7d158badad91f5e1366d10f2a92b9,49038,426158,Female,Yes,Yes,very interesting,6/5/19 13:44,13110
d047620767295e52b451b9d138af0ed8,86903,917963,Male,No,No,No comments other than it was very enjoyable. Thanks.,6/5/19 13:47,13111
e5f9dc7ef4e232d7fb6f2cb2827b744a,44452,816275,Male,Yes,No,very fun! thanks,6/5/19 13:56,13112
4c28d82b2c1f67f930823dc5db4337ac,146524,1075308,Female,No,No,The study is interesting. Thank you for posting the HIT.,6/5/19 13:56,13113
90e4387d38cf2d202dcd107799116027,113617,1070548,Female,No,No,good and interesting,6/5/19 13:57,13114
5c9cfc553ee7c73646fade4630a1e873,28915,493603,Female,Yes,Yes,very interesting,6/5/19 13:59,13115
3b462e7a5f3459b379d5e994d6417c5e,97057,515108,Female,No,No,,6/5/19 14:01,13116
1f6ae04d88f06ffdffc544c4768b4566,79730,908354,Male,No,No,"I really concetrated on the ""good"" months so I'm really not sure which was the ""worst"" month.",6/5/19 14:14,13117
1ea58f2da567c26abbadfd5e7e1dd1a1,111395,741818,Male,No,No,,6/5/19 14:19,13118
6fc6baaaf4dcd9a93af0354ddf2fb11c,65246,1003908,Female,Yes,No,"No, this was a very fun task",6/5/19 14:48,13119
0a81efea470ba619e3be262fd5aca95f,77124,575717,Male,No,No,Good luck with your study!!,6/12/20 15:40,13633
2516c9c84d7da60ae684a1cbb37687c3,64597,674098,Female,No,No,,6/12/20 15:41,13638
234a9f54bf4f26b1f34e00e5597dace1,105841,743381,Male,No,No,fun...different,6/12/20 15:42,13644
71302237747d87d753ba4cb38ac63133,84789,682408,Male,No,No,No,6/12/20 15:43,13645
4c6411716d64111506fc5b7516a71b2b,38760,581981,Male,Yes,Yes,,6/12/20 15:43,13646
c584e66b3e1b13f31425d11d511a1728,93024,695925,Male,No,No,no,6/12/20 15:43,13648
6f4bff1b93d4b3ecf7cc1626583b65f5,68649,723459,Male,No,No,No,6/12/20 15:43,13649
6d2f522b3fc3a9b174990705c480d0aa,64996,554035,Male,No,No,n/a,6/12/20 15:43,13650
e8812acb7d2b62cacc3989e4ce458d54,87998,743287,Female,No,No,This was interesting. ,6/12/20 15:43,13656
3bab342a789475e47fbf5e5b7605b985,103988,660370,Male,No,No,no,6/12/20 15:44,13658
34c9efb610984984b1b3449d1902ca6d,120324,772671,Female,No,No,None,6/12/20 15:44,13659
c2497c4bdb90b868697bc4a149466f42,74491,602416,Male,No,No,"No, it was very interesting.",6/12/20 15:44,13660
458d3ac0a4fce79b13e26714a12d242d,172863,714957,Male,No,No,"No comments, thank you! ",6/12/20 15:44,13662
2d38dcedd3a057b4d70fed057e33eff3,68356,613998,Male,No,No,,6/12/20 15:45,13666
a22e60013f26f433df9a1c7a8c5c892b,81313,772712,Male,No,No,"Throughly enjoyed your survey.
All went fine. The survey was clear, concise and easy to follow.
I wish you continued success and favor during these challenging times.
God bless and protect you and your family (Psalm 91).
I hope this is OK, I said a prayer for you and your family.
Sincerely,
Take care!
Demetrius",6/12/20 15:45,13667
b220ac16b950c33ce1cc2509c7e661c4,87210,650153,Female,No,No,,6/12/20 15:45,13669
3b4ee2ca4035110ffac3b91e5d079b45,130978,903260,Female,No,No,n/a,6/12/20 15:46,13672
bb4e2a9eba22bc99059f9f18e0cf70a1,32918,667694,Male,Yes,Yes,good,6/12/20 15:46,13673
3cadd1d7e4c9e2554f0ff2d3cac7d5c6,105602,680201,Female,No,No,What a fun study,6/12/20 15:47,13680
da2129e8fbb30421087f1d0a457be3a6,135949,732486,Female,No,No,no,6/12/20 15:47,13682
e5115439de4f21b0e58cd31780ecda4d,65752,1035232,Male,No,No,,6/12/20 15:48,13683
d740079e1a3a61329e3dd4f525d4f6e0,56319,634647,Female,No,No,,6/12/20 15:48,13686
175f3bca0ced17ff3e2835be57fb69fe,220021,976949,Male,No,No,"It was a lot of fun! Very interesting. I prefer Winter months, personally, so I picked those early on but quickly realized that most of them were not optimal for points.",6/12/20 15:48,13687
c9500142dbb5c2032510a2b09057c5ea,95525,863332,Male,No,No,"No issues, it was interesting and fun.",6/12/20 15:48,13689
41605d40e536f8d55c68ce0175332d4b,73296,700987,Female,No,No,none,6/12/20 15:48,13691
d72e3fb73f1fba64d36f85f205f3ecc6,114480,923419,Female,No,No,No,6/12/20 15:48,13693
3e9291d52ac318dff33edee7bddbd995,275744,950797,Male,No,No,,6/12/20 15:48,13695
88ea1637a62be027834ab862ed407f5f,184982,951377,Male,No,No,N/A,6/12/20 15:48,13696
046baa11a475c8f3b4462c45885ae791,311747,1004152,Male,No,No,no,6/12/20 15:48,13697
8f8b6615633920afd6e24a63883b3487,93001,656173,Female,No,No,,6/12/20 15:49,13700
f0c1493418ecee5983b66fc91480209c,173898,796839,Male,No,No,None,6/12/20 15:49,13703
3a5b3748d5b23ae78ff26e26dfbd857e,119243,963574,Female,Yes,Yes,thank you,6/12/20 15:49,13705
153002687bc5cd4dc41edd0718ef22b3,167255,800135,Female,No,No,no,6/12/20 15:49,13706
895654f4c118f44d35c201a6d355e0f8,78716,711906,Female,No,No,"None, thank you.",6/12/20 15:49,13708
d2c042543e5262966d6046ac3311fcdc,63418,521398,Male,No,No,no,6/12/20 15:49,13710
5a637d1ace346404596f011ac0b9b09f,79380,657402,Male,No,No,None,6/12/20 15:50,13715
f111fd3fc2869179b8d01167524d72ac,117570,1140570,Male,Yes,No,It is good experience in this study.,6/12/20 15:50,13718
05a723cf4f209ba3793b91ee3733da0d,81724,674555,Male,No,No,,6/12/20 15:50,13719
0b0ac11e51a3b7733cff53e8f8036096,183892,927693,Female,No,No,none,6/12/20 15:50,13721
965e31ea65f1ae7fcf94a78bb57d36ff,94280,813379,Female,No,No,no,6/12/20 15:50,13722
cdfccfe9e11da9b9e3d3445776b680b1,192312,1002810,Male,No,No,good study,6/12/20 15:50,13723
58162695ac8a5e5b35640b4bef78ba44,172967,970784,Female,No,No,"This was fun. I thought it would take longer with so many trials, but the time commitment wasn't bad at all. thank you!",6/12/20 15:50,13724
12843dc6d6cbd78bfbac7e57d03b8ed0,52927,513922,Male,No,No,No comments. Thanks!,6/12/20 15:51,13725
42122a244195b06b703f0c193c37f07f,93864,764970,Male,No,No,,6/12/20 15:51,13727
8d8bd5209bac7fc52797176e857b6b77,114816,1159050,Male,No,No,none,6/12/20 15:51,13729
2595d78bfc3c38d7a18074e36c60b109,96637,1004894,Male,No,No,no,6/12/20 15:51,13730
3f105eebf13f62455e2f723a14250c4d,69372,837665,Female,No,No,None,6/12/20 15:51,13732
6a1ae46b5c2c35289ea4cf2fdda3a6ab,76271,932396,Male,No,No,"The input setup on this is awful. Having to click to advance does not work well with the spread out keyboard controls. I ended up with my left hand on w and p and my right on the mouse, which worked but was uncomfortable.",6/12/20 15:51,13733
38830b09037c506d0123874f24c0a6bc,87537,840246,Female,No,No,"No, but it was kind of fun!",6/12/20 15:51,13734
b6d51f5c569480fd03024dbe5efa3f1c,142761,1000141,Male,No,No,"One thing I didn't like was my memory technique was to try to associate birthdays or events from the month with good and bad, so by the end certain people who are important to me I was associating with bad because their birthday months were low scoring months.",6/12/20 15:51,13735
386e9b5b5f9776b8858cf1e0cd9044dd,361280,1172897,Female,No,No,very interesting survey i will have to say personally while doing it i tried to see if there was a pattern but couldnt really make up my mind if there was or not!,6/12/20 15:51,13736
3b3dfb779d31be38f67f9f8db2af68f5,152609,989458,Female,No,No,none,6/12/20 15:51,13739
a842b8acedfd87039424eff17ded9c54,60984,683694,Female,No,No,no,6/12/20 15:51,13740
be3be5f982369e5686e899247a1f149a,139052,867498,Female,No,No,none,6/12/20 15:52,13742
b45b154fe94d899a8195b7a0f7641494,102263,798223,Female,No,No,no,6/12/20 15:52,13745
19f1e609369bc5f1f4fe144dcee94eb6,205328,1207984,Female,No,No,Thank you!,6/12/20 15:52,13746
566e5944dd45fb5430d1dc94ae6db993,90280,509480,Male,No,No,no,6/12/20 15:52,13748
acec92db556a8157c6c142dd95a3e611,194208,869578,Male,No,No,nice study.,6/12/20 15:52,13749
109906d5e444f90c7e5436cbdc078d48,93375,980478,Male,No,No,no comments,6/12/20 15:52,13750
e9d1699390cb2650a2cefae31a0ee53b,90279,770808,Female,No,No,None,6/12/20 15:54,13757
306f9b9f76273695933f58e9288e7215,82543,772114,Female,No,No,August is my birth month so I chose it almost every time and realized it had the highest # all but I think once when I chose it. ,6/12/20 15:54,13759
01322c4a051c79110eab86dd9f50f73e,131677,885722,Female,No,No,no,6/12/20 15:54,13760
928cfd4da0c3cdc2615ebcb6f651ae3f,443900,1020512,Male,No,No,none,6/12/20 15:55,13764
5ecaff6970737e1d5891c6c1eaed49c4,80762,1420618,Female,No,No,This study was fun and easy to understand.,6/12/20 15:55,13766
a43efe650947f0f67be0427ef3ec4f14,100488,721359,Male,No,No,no,6/12/20 15:55,13768
2bcb900e59d3fdb80036357e7e9a0d96,83385,912436,Female,No,No,"No, thank you for clear instructions and fair pay!",6/12/20 15:55,13769
985280953b7f1558dc05658acae0cb8e,143929,938050,Male,No,No,,6/12/20 15:56,13774
2519be069b9ba0bee61f3b360c0493c1,168681,1195478,Female,No,No,No.,6/12/20 15:56,13776
c767b4d7c4b05a2defb9a94cb81cad89,70071,765033,Female,No,No,good study like it,6/12/20 15:56,13777
f7e2da04c74d751d5be9f2f295cca036,95449,815520,Male,No,No,"this study was very exciting to play the gaming task, i was totally enjoying this study",6/12/20 15:56,13778
7f5dc708ef665bc59b48945aa08bd826,82557,802473,Male,No,No,none,6/12/20 15:56,13781
336caf1722b851748589341a5a12cb36,253553,957333,Male,No,No,no,6/12/20 15:57,13784
63d7413424e96240553a8885d715c430,65009,665835,Female,No,No,No comments,6/12/20 15:57,13785
8e3de4a1d58a044dd3f6fa3302a8b435,519156,1384771,Male,No,No,,6/12/20 15:58,13791
924e8a69c9db0cf578f3ed1484eb9d05,60089,579113,Male,No,No,none,6/12/20 15:58,13792
4b9116789264ec24cbb71cef5f421c38,119127,778110,Male,No,No,None.,6/12/20 15:58,13794
333a0ba3354150e83099fa3181f27f95,115689,1570758,Male,No,No,none,6/12/20 15:58,13795
3ed255bdb9bfc5287a1a93b3276ab28e,83864,856302,Male,No,No,,6/12/20 15:58,13796
2899f4e3f8d0fa87a0836221ab87b6f7,69700,617416,Male,No,No,,6/12/20 15:58,13798
ed8251c022b56aaf3fa1256031b1bb4b,215281,1177382,Female,No,No,It was interesting ,6/12/20 15:58,13799
94a03a1971a6b430bf5e93bfa3b9a7f7,91573,636760,Male,No,No,none,6/12/20 15:59,13800
973bbd6abac754e7a7441867658b988e,100572,701992,Female,No,No,N/A,6/12/20 15:59,13801
6e1670ac0c6befec21ddd5e2eb00dbbd,80653,864006,Female,No,No,,6/12/20 15:59,13802
7e8522c1fab860e5137a36ddb5aaafed,123128,947885,Male,No,No,no comments. thanks. ,6/12/20 15:59,13805
99843792dd7181f222e487313b85d336,73475,773439,Female,No,No,"No! This was very fun, thank you! I really enjoyed trying to figure out which months were most ""profitable"".",6/12/20 15:59,13806
57b145af6bbb16e393e2ffad4d93d6ba,92768,800732,Male,No,No,,6/12/20 15:59,13808
aa9ef3ed72331457b7539a8a736c22b0,208577,1056397,Male,Yes,Yes,The study is very awesome.,6/12/20 16:00,13812
7f1b67866db984743e0fff1b8c4a5d7a,59672,725482,Female,No,No,Good to play and nice to work ,6/12/20 16:00,13813
72c35ad25dd70076cdf507919661f8ca,230458,996929,Female,No,No,,6/12/20 16:00,13814
b73ca00508f3ce1793b4ed916c54be1e,110935,1148137,Female,No,No,"That was harder than I thought it would be, but interesting.",6/12/20 16:00,13816
