subject,instructions_time,total_time,gender,use_s1,write_down,comments,stamp,id
16a35a8854ad1fd890e15a3b40b4a9af,70449,919698,Female,No,No,I just went through the months and wrote down the one I'd gotten to that had the letter farthest along in the alphabet.,8/29/18 14:42,5854
7b8949815893b47f623d333dee1e5d23,95859,946068,Female,No,No,No comments.  My strategy was just to think about months.  Of course now I realize May was a better choice.,8/29/18 14:42,5855
934d8482fbfe6375d9cd11448234cfb4,108869,940185,Male,No,No,"The first word that popped into my head was October, so I went with it because T is fairly late.",8/29/18 14:42,5856
25e40de4786d87dff85e6081a68f8f18,54808,785037,Male,No,No,I went through the whole 12 months in order.,8/29/18 14:42,5857
cec3c41ab0889a7bbd1231cecbedf129,38280,844587,Female,No,No,,8/29/18 14:43,5858
74d721332827a1736d251ef748bbdff7,161796,842686,Female,Yes,No,nice survey,8/29/18 14:43,5859
90b3e694e3020c9dc4123257e9fd665e,95785,907270,Female,No,No,Think of the months of the year chronologically which took too much time to figure out 3rd letter,8/29/18 14:43,5860
1f46824201b883ad2bf8f1051d245bd9,84805,1010916,Female,No,No,I didn't have enough time to form a strategy due to time shortage so I went for the first word whose 3rd letter was somewhere in the middle of the alphabet that came to mind.,8/29/18 14:43,5861
782fe62e9ce09d57a6c83e796e738395,375274,933477,Female,No,No,none,8/29/18 14:43,5862
a83d9fe7479e2f0e75cc893361358a5f,85170,870092,Female,No,No,"I just ran the months in order through my head, focusing on what the third letters were. When I got to November, it clicked that that would be a good answer, so I just went with it before the time ran out.",8/29/18 14:43,5863
43c99a55d92a40a5239947a63f95ddf1,78672,1045474,Female,No,No,Go through each month and determine the third letter. May's third letter is 'y' which is as late as it gets before 'z'. No months have 'z's' in them so May was my answer.,8/29/18 14:44,5864
500deee0edc33da120bb1caf976c2fe2,76252,1073594,Female,No,No,"I just went with the first thing that popped into my head, and wrote it in the box, and then scanned through the words in my head looking for one with a third letter that was further out in the alphabet. I landed on May about 3 seconds before the timer ran out. ",8/29/18 14:44,5865
bb4f5f020d429a04929a37336a437996,78984,1076554,Male,No,No,"November was the first month that came to mind so I entered it quickly, after I realized I still had time I started thinking of other months.",8/29/18 14:44,5866
fc3f3668090eabc5439515d3720508a7,65311,889583,Male,No,No,"November was the first one I thought of, then thought through a few other months, but forgot about May!",8/29/18 14:44,5867
8f4f6e5d5a925c02a9cfb2fe247196cc,78977,1038954,Female,No,No,I went through the months in order and got to May and realized it has 3 letters and y is almost the end of the alphabet so I submitted May.,8/29/18 14:44,5868
302e5f311f41d42832e130fb9ced29f8,115203,1058805,Male,No,No,"I was going to write out all the words from part one, but the first word I wrote was may. Y is the second to last in the alphabet so I was pretty sure that would be it.",8/29/18 14:44,5869
76f98452ad51c2bd7259755a0a46e1ba,88628,1013028,Male,No,No,I tried to list all the months quickly to see the third letter in each.,8/29/18 14:44,5870
46ca9b2c4fd3d8b1c574d70cef073804,96665,923394,Female,No,No,I had none! was counting letters on my fingers!,8/29/18 14:45,5871
292c3a1ba201680301ce54e8c1635ab2,48204,1052683,Female,No,No,"first started randomly thinking of months and came up with V for November. then decided to start from the top of the year and work my way down, and made it all the way to October, but had already thought of November, and knew December had a C, so was able to eliminate those even though I didn't get to them during the timer. ",8/29/18 14:45,5872
9e3152b370b84e08ba6d3cdc46bebf4e,89638,917407,Male,No,No,,8/29/18 14:45,5873
864c49d7510242f6bcc101d9f08bc0f3,70842,1025264,Female,No,No,I wrote down the three letters of each mon,8/29/18 14:45,5874
26e10d21e44e81d1e4a6ff5eb2b5eb2d,50928,1092896,Female,No,No,I ran through the months as fast as I could.,8/29/18 14:45,5875
d31038b918337b13f49cfbda214be54b,231578,1022351,Female,No,No,"I was thinking of the months in order (and typing the first three letters to help me). When I got to ""may"" I realized it was the best choice because no month uses the letter z. I thought of a few more months while considering ""may"" and got to about July before deciding to enter may into the box.",8/29/18 14:45,5876
a18e496853098cc63d9ee4edd9f4e6f7,139118,1052036,Female,No,No,Just naming the months of the year,8/29/18 14:45,5877
3d5c72963fb44b06d2ff327e6ba7e259,87512,1081457,Female,No,No,Just remembered that may has a Y at the end.,8/29/18 14:45,5878
b701242b615d8a2d3dbd2244f75864c9,68001,950418,Female,No,No,"I didn't have a strategy. I thought of december, knew that wasn't enough, thought of march then april and chose march",8/29/18 14:45,5879
ea30a5a3d539dd83072bc921dff2d4ee,76052,896743,Male,No,No,I just went through each month- once I hit May I was confident in my answer.,8/29/18 14:45,5880
f4eea1f0fc864b8b4a10df391c2be760,201499,1073888,Male,No,No,"i just let the first month name come to me and looked at the third letter, then i tried some of the other months.  i can see now i really didn't consider the best option(s) at all; i should have started at one end of the calendar and looked at them all (without writing anything down on the notepad)",8/29/18 14:45,5881
20cd9cafe636079c49d1192c3d34e089,70524,1099138,Female,No,No,I HONESTLY THINK I ANSWERED IT WRONG. I WASN'T EVEN CLOSE BUT THE INSTRUCTIONS WERE VERY CONFUSING. ,8/29/18 14:45,5882
0e67f58ad9b6cb9b244dbca5a74a6917,162301,1164410,Male,No,No,Just thinking about letters.,8/29/18 14:45,5883
51546bde9076fd142be80789179fc7fd,79398,1025909,Female,No,No,"I defaulted to December, then my brain hopped to October. As I was typing Oct, the song of the months was in my head and said November",8/29/18 14:45,5884
23d2ce7bdf461fe317921b3d86ad976d,96019,1040571,Female,No,No,No,8/29/18 14:45,5885
7eed2500505baa33e7bb854b8ca83e9c,137481,1004754,Female,No,No,I started with the first month of the year and chose the first month I came to that had a letter late in the alphabet.,8/29/18 14:46,5886
3aa7ed49a85c3cc3843081d5379480ca,56193,1167484,Male,No,No,say the months out loud to myself,8/29/18 14:46,5887
9d62c82dc87844c21418e205144a02f5,66496,1082380,Male,Yes,No,"I got stuck on the idea of ""more vowels are more points"" example, and the idea that January was worth 11 in round 1. Both of those idea threw me off for round 2, so I didn't even consider November or May.",8/29/18 14:46,5888
811ae1fec13441e392d848e7fbb83fd9,141417,940645,Female,Yes,No,not really,8/29/18 14:46,5889
93ded8e9ee4e75a774df6d0b317c587a,73599,1160420,Female,No,No,I just ran through all of the months really quickly,8/29/18 14:46,5890
1a8de2a7f03c1dcd2177a929552c043a,87417,1145210,Female,No,No,I just went by the months in order and typed it when i had no more time left,8/29/18 14:46,5891
c6a3c6eead13c6da3f58f5e0477205f4,54979,1112711,Female,No,No,"No additional Comments.  My only strategy was knowing that ""May"" had y as it's third letter and there was no other month with a y and no month with a z",8/29/18 14:46,5892
cde5c58090554c02b41c785ec8d354be,118832,970938,Female,No,No,Listing the months in order in my mind while quickly trying to determine how far the third letter was in the alphabet.,8/29/18 14:46,5893
2a13a769e237299d2cd7ac70ee2756df,93028,1029658,Female,No,No,Find the letter that would achieve the most points.,8/29/18 14:46,5894
137e8220653ac42a8b1483f5068582f8,80322,1023857,Female,No,No,"When I saw the question about the third letter, ""November"" immediately came to mind. I impulsively thought that it was the best option. However, now I realize that ""May"" would have been a better choice, but May didn't even come to mind.",8/29/18 14:46,5895
abd8e5f76e327c48f8737129e10cc80b,104009,899346,Male,No,No,"To just go through the months from the beginning. Although, the page lagged up so my answer is like Marchma when I meant to put March.",8/29/18 14:46,5896
99ef41c34b76f21b1e37409d64cf916a,77246,1089455,Female,No,No,"I tried to run through the first three letters of all the months... completely missing the ""y"" in May. Of course. Which in retrospect is obvious, because there's only one letter that can beat it...",8/29/18 14:46,5897
29bcd3536dbf8f88df6e3fb5636f555c,146640,1070949,Male,No,No,I put the first one that came to mind since it was being timed.,8/29/18 14:46,5898
19e01e9b536ac75eb03560843ca4724a,124698,967382,Male,No,No,Think of the word with most valuable 3 letter.,8/29/18 14:46,5899
e08553edf483a107074818f6902ddcfd,287176,1105789,Female,No,No,I read the months off in my head and thought of the third letter of each month.,8/29/18 14:46,5900
7884f000b3e66cb6a28233df1dedf0fe,83830,1118299,Male,No,No,No comments. My strategy was to start naming the months in order but then I thought I'd run out of time so I started doing abbreviations and November came into my head,8/29/18 14:47,5901
9a5e6c5eefa3d7f3a97ad2490679a5b9,51252,820122,Male,Yes,No,,8/29/18 14:47,5902
722174d2c51b30b80c039df1dd92fcb8,62071,708366,Female,No,No,just start writing down months and see how many i could get through.  When I got to may i knew it would be the best since there are no Zs in any of the months,8/29/18 14:47,5903
f90771c103d41c5921702ac208e32f63,108671,1181945,Female,No,No,I DIDNT HAVE A STRATEGY. IT WAS JUST THE FIRST WORD THAT CAME TO MY MIND,8/29/18 14:47,5904
a37479674a076ed61472b3403827f3e6,78248,710945,Male,No,No,type first three letters of each month until I saw the answer...,8/29/18 14:47,5905
3fc24183610dcfa7d625f0db9bef694c,116967,973728,Male,No,No,I thought fast and drew a blank lol,8/29/18 14:47,5906
21de530a68b75562b82cbdd976548362,76848,1249517,Male,No,No,I wish I would have thought of May,8/29/18 14:47,5907
9518a64190d1922a9451f9a5f6b4c3c8,116630,1188615,Female,No,No,"I don't know since it was never implemented, but the only reason I answered ""May"" was because I was in a panic about the time limit and it was the shortest word.",8/29/18 14:48,5908
420b475fe5363165e880e02dba9b2ce8,79267,1287272,Male,No,No,November originally popped into my head so I just typed in the box in fear of running out of time.  I randomly thought about other months instead of going in order afterwards.,8/29/18 14:48,5909
6f44d59074b06a14075ef64ca0f5eb4f,132566,1112000,Female,Yes,No,,8/29/18 14:48,5910
7afe2d3c266aa5dddb001545adac2d4a,102155,1245528,Female,No,No,"I just said ABC until I got to the 3rd letter- ""C""",8/29/18 14:48,5911
9af81554c659a9eefde3a7d5b72281ca,130065,1185967,Female,No,No,,8/29/18 14:48,5912
829c157c922626ab9a5ab12f1475aa27,117260,1196071,Male,No,No,I try to think through the months and their third letter. I mess up and pick November instead of May.,8/29/18 14:48,5913
a5659e7f3a470d6eab3b4a0db523a017,94551,1338066,Female,No,No,"I didn't have one, which I guess I should have.  I just started thinking of months.",8/29/18 14:48,5914
daa40d0f7283d5493abe687384c7e69d,76203,1346337,Male,No,No,"This was fun! My strategy for the ""third letter"" question was to think of which months had the letter ""c"" in them, and I quickly realized that December was the only month that had ""c"" as the third letter.",8/29/18 14:48,5915
f0183471697dea12b0a89444ae9b29d8,109646,1238648,Male,No,No,"Tried to think of letter latest in the alphabet
",8/29/18 14:48,5916
040fa1abf9c26a5f161b5ad50472c869,101596,1230886,Male,Yes,No,i rapidly tried to think of high value words - months and said them aloud,8/29/18 14:48,5917
547d195d2911eab092f2c4af0fd67e6e,177232,1352192,Male,No,No,Thinking of the highest point third letter and November immediately came to my mind.,8/29/18 14:48,5918
024c957f0a873af6ae801a4084382edc,83989,809007,Male,Yes,No,"I went through all the words that I could from part one and tried to come up with a word that was furthest in the alphabet as possible.I failed as I thought of ""May"" in the last second of the time-out",8/29/18 14:48,5919
1bd3d2820d5986ced5a20ed8f3d26953,91082,1164762,Male,No,No,I didn't really have one,8/29/18 14:49,5920
722de43dda05c8512feca4e2835de371,220737,1292015,Female,No,No,to think of what was the latest letter in the months,8/29/18 14:49,5921
dcc60d01227748630a1cb3f85a0dd84c,78267,1250553,Female,No,No,I tried to go through the words as fast as possible in my head,8/29/18 14:49,5922
b02ff7e8b3c643b0a272401738a4243b,70066,792609,Female,No,No,,8/29/18 14:49,5923
1db4d3e57a1c8785e59984ea80f7c007,182585,1258381,Female,No,No,N/A,8/29/18 14:49,5924
f39e203d58ff7a3d15cc1a9c975f7ab4,62865,1252015,Female,No,No,"No idea.  Felt under pressure with the timeclock and ""panicked"".   ",8/29/18 14:49,5925
dbf4806063968b2095d0cd53a28315b5,138008,1397276,Male,No,No,"In the question in part two there wasn't a continue or submit button, so I am not sure it actually submitted my answer.",8/29/18 14:49,5926
3dc4d20e3c68366f9d7eef6a1d9b978d,131754,1356556,Female,No,No,,8/29/18 14:50,5927
9e7434f2b8f34384731e365db1a5244f,180863,1123426,Male,Yes,No,Third letter of the word but what place in alphabet is consider as bonus,8/29/18 14:50,5928
99ebca9f53c09f29c77a6c3b27428088,150646,1336219,Male,No,No,INTERESTING STUDY.MY STRATEGY IS MY MIND.,8/29/18 14:50,5929
50d06d3cee98110cb34c8674cfdb619b,189024,1423168,Male,No,No,"September just popped into my head and ""p"" was a pretty good choice.",8/29/18 14:50,5930
304e02f0c41a4c32b35024809c8dfd0e,86435,1127460,Male,No,No,I used the word may because it was the shortest and ended with the letter Y,8/29/18 14:50,5931
61e64b5255c3e02f0b5f417fc6ce5204,134004,1203901,Female,No,No,"think quickly and pick an answer, even if it is not the best.",8/29/18 14:50,5932
ca1cb02dc5753ff7c27b4266c713237a,97236,1448821,Female,No,No,saying the months in order ,8/29/18 14:50,5933
96b2391ad1f646ab905a694475f4e635,131431,1013424,Male,No,No,none,8/29/18 14:50,5934
9f6e8395d9a16555dbe87c1e5a187618,100418,969915,Female,Yes,No,Love this study!!  Thanks!!,8/29/18 14:51,5935
cae114e97e5921e4cf7a3dbb3ea4333f,72547,1143267,Female,No,No,I was completely lost and blanked on the question all together.,8/29/18 14:51,5936
fc0741c50307d1ca4a9ed04c0a18ece6,113610,1192879,Male,No,No,no comments,8/29/18 14:51,5937
acfe6644013ae377be3aa1f488c4fe25,115202,1337969,Male,No,No,none,8/29/18 14:51,5938
cb48cab73ff1fae398ade383621a0b8a,161232,1306462,Male,Yes,No,"In my mind I went through several random months. When I got to May, I realised that was a perfect word.",8/29/18 14:51,5939
6e0605842662ec879a0766ca7cd308e8,228697,803120,Male,No,No,I honestly went with the first word that came to mind. No issues to report though!,8/29/18 14:51,5940
1ffedfb977403b95f68fa3649c7d81a2,107400,1424345,Male,No,No,I got nervous and ran out of time before i inputted the answer. I was in a rush so i entered September into the notepad but did not have time to type it into the answer box. I was actively participating so i hope it doesn't effect the hit getting accepted. ,8/29/18 14:52,5941
f2cdc2cf489055af3b98b40eaca391b1,62633,1158839,Male,Yes,Yes,GOOD ,8/29/18 14:52,5942
b703dfe2a06fc3a0407835e2b762e7bc,82697,1075582,Female,No,No,My answer came to my mind right away.  I typed it immediately.  I used the time to test other words against this answer.  I failed to notice that one of the other words was better.,8/29/18 14:52,5943
19530dd30339a05ba0531fd55ba83513,94273,1080369,Male,No,No,I didn't really have a strategy. Words just popped into my head and I figured out their third letter. This study has been fun!,8/29/18 14:52,5944
5a6763a07135e2e00c2eaae0407a8e82,177197,1427233,Female,No,No,,8/29/18 14:52,5945
9d15b54f7a7cc649f7f3e9710c1cf466,170141,1515731,Male,No,No,"as a slow reader, I'm not sure I understood part two.",8/29/18 14:52,5946
af1e5e510075a8b5c89df04575e01a26,224591,1466818,Female,No,No,Going through each month from the beginning going ruling out anything in the front half of the alphabet.,8/29/18 14:52,5947
fa3b7fc8c537b3de331746c75a9fce83,76793,1373450,Male,No,No,Ran through all the months in my mind but for some reason got hung up on november and not may,8/29/18 14:52,5948
69a74a8b4ea97edc83a03b64368e6338,186810,1507403,Male,Yes,No,I try to remember what the third letter was but it was very difficult.,8/29/18 14:52,5949
0f98936902441dab3b2e413c4b69bd08,120781,1514255,Female,No,No,To think about the third letter of the word and choose the one that came latest in the alphabet. I screwed up though. should have been May. ,8/29/18 14:52,5950
fb93094ac2ae5a39d4c465f5baa93b20,121611,1520701,Female,No,No,I just wrote down march because it came to me immediately.,8/29/18 14:52,5951
9cf8bd6974bd16f7c07b934c6aef5ac0,206606,1387612,Male,No,No,"For some reason I thought mostly about spring and summer months. I think it worked out since I came up with May. I'm also really curious how the first task worked, because I feel like I had an idea what the right answers were, but then I'd be proven wrong.",8/29/18 14:52,5952
892f9fe2c5dbb7ccf5b3481e2e5c414e,374605,1534217,Female,No,Yes,I thought about it before I was ready to play.,8/29/18 14:53,5953
59a82c28c796131b8434856a254c8017,131369,1595527,Female,No,No,Just think of as many months as possible.,8/29/18 14:53,5954
4d90adf8096cbef9a421e242cbbaa874,165168,1576023,Female,No,No,No strategy. Just trying to understand what you wanted in the answer box. The timer made it difficult knowing that I was limited. Could not think fast enough. ,8/29/18 14:53,5955
6c042548cedd40e597f77aefaef9dae9,79109,1441940,Female,No,No,No comments - I just went through the months when I got to May I realized the 3rd letter was a y worth 25 cents and there was no month with the z ,8/29/18 14:53,5956
9bf9cc9da412cf3abda69573082b1848,54570,1662492,Male,No,No,,8/29/18 14:53,5957
3c7c475e3d2f130ea18c66fdf41089b0,175956,1616509,Male,No,No,To count through the alphabet and then recite the months.,8/29/18 14:54,5958
6cff1c5bc0127c11ccc1a948783c72b4,126790,1608633,Male,No,No,"Think about the alphabet. The letters z and w are not used in the months, but the letter y is. I was born on May. The letter y is the 3rd letter. ",8/29/18 14:54,5959
74c3504d898967eee58515e940ab38d3,101244,1363218,Female,No,No,Go through the months starting with January,8/29/18 14:54,5960
420d4cf283c15827a44a8d247ef7abe6,77917,848691,Male,No,No,"I was trying to type down the first 3 letters of each month as fast as I could, but I ran out of time lol",8/29/18 14:54,5961
41bbb04a067d7cdc6693a2077d1363a0,139273,1463867,Female,No,No,try to remember what words I saw in my last test then write it in the box,8/29/18 14:54,5962
2e69d756cd675239e32e4458eb479889,159463,1333976,Male,No,No,"I started going down the list at January, then panicked due to the timer and somehow October got stuck in my head. I can't believe I didn't get to May.",8/29/18 14:54,5963
1866111cde273140778455f5b970cf15,175088,1608501,Male,No,No,To just try and think as fast as I could and not to panic and give a bad answer. Remaining calm was the most important thing,8/29/18 14:54,5964
55648971b0c72036d9c49501099d7b3b,116162,966949,Male,No,No,no,8/29/18 14:55,5965
08d2c801c7786a4a88a1c8583acbfc4a,105431,945940,Male,No,No,started with January and went through the months in order,8/29/18 14:55,5966
e608b0d342fe2af6593488a5eb39ac07,77850,1632568,Female,No,No,I went through all the months,8/29/18 14:55,5967
a7d958f520adecca8a62f687eefc44d6,244661,1202933,Female,No,No,I honestly had no strategy.  I thought of the words that came to my mind and was unfortunately wrong.  The time limit stressed me out and didn't help.,8/29/18 14:55,5968
2722bf4b5548b8f6343bc431eba4df2d,105268,882702,Female,No,No,I went through the months in my head and figured out which one had the farthest 3rd letter,8/29/18 14:55,5969
d63414e9a433117d21bc731d7b48cf63,62057,1130444,Female,No,No,"I just quickly thought through the months of the year and chose which word I thought had the highest value third letter.  Unfortunately I skipped May with only 3 letters, my brain didn't even register that as a choice!",8/29/18 14:55,5970
20eddfa3b88f4d08ba9b50f5c3fe405b,102196,1573677,Female,No,No,I said the letters in my head ,8/29/18 14:55,5971
23cec6ce8bf30af8afe1f9cf5eb3280f,99682,975453,Female,No,No,"I started writing all the longer months in order to see if any of them had more than September, which was the first word I thought of. This was a fun study and I enjoyed doing it! Thank you for something interesting and fun!!",8/29/18 14:55,5972
495699a7a09fa87717e093bb68028dfc,106635,1197864,Male,Yes,No,"I did it wrong, wrote may (12points) but was thinking december ... match the 3rd letter and gives some points.",8/29/18 14:56,5973
b346de9024f46d8277723a93a7661f48,156783,1524309,Female,No,No,No comments. Just thought of the first syllable of the words.,8/29/18 14:56,5974
ab8a313c97e9b2b7e9d7b3ec04b6122a,125587,1733251,Female,No,No,"Tried to say the last few months in my head. Actually my mind was so tired from Part I, I could hardly think lol",8/29/18 14:56,5975
73d283ee5a7f553c77ff6244e7171fc6,128476,1609115,Female,No,No,"I went though the alphabet backwards until I came across a letter that was in one of the months...since no words have the letter ""z"" in I went to ""Y""...and fortunately, not only does May have a ""Y"" in it, it's also the third letter. Oddly enough, I never thought of July until just now.",8/29/18 14:57,5976
5e2b06a3ca6764f62a1a97b2709f5419,71258,1238012,Female,No,No,"I just tried to think quickly and luckily November was pretty quick to enter my mind. I tried to think if there was any Z's, W's, etc. and made my way to V.",8/29/18 14:57,5977
b8a7adfe1a0099b2a32a25faeaacba14,80292,935119,Male,No,No,"I just started writing down the months (in order), and realized by the time I got to ""May"" that it would be very tough to beat that letter, so I went with it!",8/29/18 14:57,5978
da19a45a60e177358e4e92b6e9aa752d,143539,1692932,Female,No,No,"Fun and thought provoking survey, thank you!

No strategy- just replaying months over in my mind till one stuck out! :)",8/29/18 14:58,5979
64bf0b969c338d2feddcf0a8eb92d8bb,94119,1331613,Female,No,No,just running through the months in order and spelling then in my head when I saw the timer I panicked and hurried to spell in my head and when i got to October the third letter seemed pretty far in the alphabet.,8/29/18 14:58,5980
b5bccfec0914392ffb97669f26080659,113000,1302119,Male,Yes,No,I just thought of the months of the year and tried to pick one with the 3rd letter later on in the alphabet,8/29/18 14:58,5981
89c38013fcc757445c2994a66b52daa5,693224,1758379,Male,No,No,"I still wasn't sure I was thinking correctly in that it should be a month, I wish the study specifically said months instead of ""words from part 1"". I understand the want to make the people taking the study think, but given the time limit I wasn't able to clarify in my head to gain enough confidence to be sure that it was talking about months, or just every other filler word used in/before part 1 (instructions on p1, etc.), or something else. It was only semi-clear.",8/29/18 14:58,5982
918b45420ea3c95147c5726f0f8c93bf,297022,1278834,Male,Yes,No,I repeated all the words from part 1 in order very quickly. I also thought of their point values (even though this had no bearing on part 2) as I was getting ready to answer. The word I picked had a high point value in part 1 so it stuck around in my head as I was going through this game.,8/29/18 14:59,5983
9905ebdf98427cd949b9b352b98336cf,526676,1454649,Female,No,No,THOUGHT OF MONTHS AND LETTERS TO SPELL EACH,8/29/18 14:59,5984
e3fea0905cb3bae49ad380d60e6ae70c,132516,1598307,Female,No,No,I love this study. It was interesting from the start to the finish. Thank you for letting me be a part of it. For the third letter question May was the first month that came to mind. I said as the instructions said and trusted my instincts. ,8/29/18 15:00,5985
917a8937320f29ecbaa52c64ddc81b33,192100,1623162,Male,No,No,I thought of my birth month first and then this month and I thought of months toward the end of the year for some reason. It hit me mentally that the first month I thought of (my birth month) would have to be the best answer.,8/29/18 15:00,5986
b8c6eb6114437e8a6ca736c47c3375e4,162936,1430246,Male,No,No,"no strategy, just started thinking of months and the third letter in those names. June, July, and then November.",8/29/18 15:00,5987
472803a2afd6e20b941e7d6033835772,144606,1901769,Male,No,No,November was the first answer that came to my mand and v seemed late. I realized May but clock was so late i didn't wanna switch,8/29/18 15:01,5988
651f7d5ae30ae2462d16c4e46afef037,80872,944830,Female,No,No,"I just tried to think of a month with the 3rd letter very late in the alphabet. One of the first I thought of was November and since V is pretty late in the alphabet, I didn't consider many others.",8/29/18 15:01,5989
7a13d90ca873aa055d818d60eb6f94b1,156183,1298065,Male,No,No,"I almost immediately latched onto May, so I knew the letter ""Y"" would be about as good as I could do, so I wrote that down quickly. Also, this was a thoroughly enjoyable study.",8/29/18 15:01,5990
fa216f0b15fe4a837b316448dc4db6d3,101093,1378741,Female,No,No,"Wow, this was fun but I was stumped by the last part, i'm not sure I understood it correctly, but I tried. My strategy for the third letter question, was nothing actually, honestly just a guess.",8/29/18 15:01,5991
a2c3480e4850d55deabf0646c78c96e8,307023,1159114,Female,No,No,I just tried to think of all the months and what their third letter was in the time limit.,8/29/18 15:02,5992
e09a88fd17f29f2d7be78e176517ba21,238660,2024515,Male,Yes,No,I tried going through the months in my head but ended up starting with higher value months in the previous section. Had to gather my thoughts a couple seconds and then I typed in an answer that I felt was later in the alphabet even if it wasn't the best one just to ensure I had an answer. I kind of panicked a little when the time was going further down. Guess I should have chosen May.I think I was thinking of the a in May instead of the y because I didn't even consider it.  ,8/29/18 15:02,5993
65f94643ee789fed7adefbd90bcc1643,647742,2171725,Male,No,No,simply use my retention and memory capacity thanks for the survey in very good,8/29/18 15:03,5994
9333cc72bca90d5ed8f62cf3ce4f1286,66521,1066745,Female,No,No,This survey is very interesting at very nice,8/29/18 15:03,5995
699c0e7067b852dd6b989c5c57f0aaea,76329,1202107,Female,No,No,"In hindsight, it wasn't a very organized strategy. I was starting at the beginning of the year, but then just randomly thought of months. ",8/29/18 15:03,5996
33e3807bd3b5ccd62ec227eb6b323df2,127942,1380374,Female,No,No,just going through all the month names,8/29/18 15:03,5997
bff1932a22c0757381190f911f57ed7c,91965,1031423,Female,No,No,No comments. Just thought of october no reasoning behind it.,8/29/18 15:04,5998
c1befda8e25f8606624d73eb356c8d69,255336,2061637,Female,No,No,I thought of which month's third letter was closest to the letter z.,8/29/18 15:04,5999
2a001756aa701fda7115890e58893855,162599,1910416,Female,No,No,"No comments but thank you for the opportunity. I enjoyed it! My strategy for the third letter question was, well, immediately November came to mind. I guess there wasnt much of a strategy. I kind of mentally considered october and december but really kind of stuck to my instinctive thought of November.",8/29/18 15:04,6000
7d3ef13b08d2c28df5ded1c6da7a6999,116857,1591129,Male,No,No,Think really fast and than realizing that October was the best value from the previous task and was the most visible word in my subconscious.,8/29/18 15:04,6001
50b9705b2a09992db3b20dbd2920e749,75270,1474080,Female,No,No,"Say the months outloud and go by the sound of the end of the third syllable, which failed me cause in hindsight May doesn't end in a hard constanant and the 'y' is silent.",8/29/18 15:04,6002
320c56e0e50e1ab822f8e7c18bfb33a8,46272,1068873,Female,No,No,I just ran through the words quickly in my head and tried to find the best one.,8/29/18 15:05,6003
b494d2cd706946ed8bf1058f4e084f72,770848,2215146,Male,No,No,"It was very entertaining and without confusing, funny questions I hope future studies on your part
",8/29/18 15:05,6004
f066117895b500a6a25ff11be5c7b542,45824,595457,Male,Yes,No,THIS SURVEY WAS REALLY VERY NICE TO ME AND THERE IS NO STRATEGY OF THE THIRD LETTER QUESTION,8/29/18 15:05,6005
