subject,question,question_ind,all_values,question_order,comp_check,comp_check_pass,comp_check_rt,comp_check2,comp_check_pass2,choice,scratch,rt,stamp,id
d5896cd2a84ce9097f5de2ec8ae63293,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,41233,0,1,,,21000,1/7/19 14:57,32898
cb686dc53c3723328ab97809bc411b70,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,27396,0,1,May,,21000,1/7/19 14:58,32899
cd01db61eb1cfb8c868feed3ad5ca47c,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,15,0,29013,0,1,,,21000,1/7/19 14:58,32900
1720be07194550c65daf863267bebe78,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":""0"",""October"":""1"",""August"":""1"",""March"":""1"",""April"":""1"",""July"":""0"",""June"":""0"",""January"":""0"",""May"":""1"",""December"":""1"",""September"":""0"",""February"":""0""}",{},38272,1/7/19 14:58,32901
9b3ebc3ae31c9ff5b774d9e4408a7c8c,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,35988,0,1,May,,21000,1/7/19 14:58,32902
0d584690ff941a3df84739b262ff26ef,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":""1"",""April"":""1"",""November"":""0"",""July"":""1"",""June"":""1"",""May"":""0"",""October"":""0"",""December"":""1"",""September"":""1"",""March"":""1"",""January"":""1"",""February"":""1""}",{},37669,1/7/19 14:58,32903
a6e4b82698b90855cb9ef59bf0824f04,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,49387,26,0,"december
november
march
april
may
june
july",,21000,1/7/19 14:58,32904
399b2c8618f4416c8b3aecf638e9ed50,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":""1"",""December"":""0"",""October"":""1"",""September"":""1"",""July"":""1"",""February"":""1"",""June"":""1"",""April"":""1"",""August"":""1"",""March"":""1"",""January"":""0"",""November"":""1""}",{},22202,1/7/19 14:59,32905
d5896cd2a84ce9097f5de2ec8ae63293,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":""0"",""August"":""0"",""September"":""0"",""November"":""0"",""October"":""0"",""May"":""1"",""February"":""1"",""April"":""1"",""June"":""1"",""July"":""1"",""December"":""0"",""March"":""1""}",{},4361,1/7/19 14:59,32906
cd01db61eb1cfb8c868feed3ad5ca47c,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":""1"",""October"":""0"",""September"":""0"",""June"":""1"",""February"":""1"",""July"":""1"",""December"":""1"",""August"":""1"",""May"":""0"",""November"":""0"",""April"":""1"",""March"":""1""}",{},10083,1/7/19 14:59,32907
a0415cfb430a81a956d08e1101d9da4f,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":""0"",""April"":""1"",""August"":""1"",""July"":""1"",""February"":""0"",""June"":""1"",""October"":""0"",""March"":""1"",""November"":""0"",""December"":""1"",""September"":""1"",""May"":""1""}",{},39032,1/7/19 14:59,32908
0e6e70a6a111960664cd820ffbd39d31,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,33749,0,1,November,,21000,1/7/19 14:59,32909
020fb4c9b0f6c80b5b9ed8f2d4dcf353,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,30094,0,1,March,,21000,1/7/19 14:59,32910
f837aba9f9d37ce5a5091643298fba39,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,48875,0,1,November,,21000,1/7/19 15:00,32911
cb686dc53c3723328ab97809bc411b70,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":""1"",""January"":""0"",""July"":""1"",""December"":""1"",""March"":""0"",""April"":""0"",""May"":""0"",""February"":""1"",""August"":""1"",""June"":""1"",""October"":""1"",""November"":""1""}",{},52643,1/7/19 15:00,32912
724cc1446dbe589f32b6a07a3f4a48a2,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,15,0,62298,0,1,december,december,21000,1/7/19 15:00,32913
f1b2fefd0454716031d2a0878aedd5d9,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,34841,0,1,May,,21000,1/7/19 15:00,32914
a6e4b82698b90855cb9ef59bf0824f04,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":""1"",""November"":""1"",""February"":""1"",""March"":""0"",""September"":""1"",""December"":""0"",""May"":""0"",""August"":""1"",""June"":""0"",""October"":""1"",""January"":""0"",""July"":""0""}",{},21345,1/7/19 15:00,32915
1fd032ce96536e0154652f70648e4d8a,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,47456,0,1,November,,21000,1/7/19 15:00,32916
9b3ebc3ae31c9ff5b774d9e4408a7c8c,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":""1"",""July"":""1"",""December"":""1"",""January"":""0"",""May"":""0"",""April"":""0"",""August"":""1"",""September"":""0"",""June"":""0"",""November"":""1"",""March"":""0"",""February"":""0""}",{},48284,1/7/19 15:00,32917
2bcf71d919e1e21a75863fec16fb941f,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":""1"",""September"":""1"",""August"":""1"",""October"":""1"",""April"":""0"",""February"":""0"",""January"":""0"",""March"":""0"",""December"":""1"",""May"":""0"",""November"":""1"",""July"":""0""}",{},65144,1/7/19 15:00,32918
231b209a7cd34b54d1abb54c9ea7aab0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,40192,0,1,may,may,21000,1/7/19 15:00,32919
020fb4c9b0f6c80b5b9ed8f2d4dcf353,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":""1"",""November"":""0"",""September"":""0"",""August"":""1"",""February"":""0"",""July"":""1"",""May"":""1"",""April"":""0"",""March"":""0"",""January"":""0"",""December"":""0"",""October"":""1""}",{},4107,1/7/19 15:00,32920
280365ea6fba3c277756fdee52b90977,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,47178,0,1,March,,21000,1/7/19 15:01,32921
f7f2da456318160188d3f7430a737bed,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,27166,0,1,November,,21000,1/7/19 15:01,32922
8b31e2afe6c82a234c910b375c0f9d2d,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,38102,0,1,June,,21000,1/7/19 15:01,32923
1fd032ce96536e0154652f70648e4d8a,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":""1"",""December"":""1"",""October"":""1"",""April"":""1"",""May"":""1"",""February"":""1"",""March"":""1"",""July"":""1"",""January"":""1"",""November"":""0"",""September"":""1"",""June"":""1""}",{},25481,1/7/19 15:01,32924
4fb476938bd502282b65fae6920b7500,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,99106,0,1,april,april,21000,1/7/19 15:01,32925
fa86243db23586206a91080359c74a5e,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,39590,0,1,may,,21000,1/7/19 15:01,32926
f837aba9f9d37ce5a5091643298fba39,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":""1"",""February"":""1"",""November"":""0"",""July"":""1"",""August"":""0"",""April"":""1"",""September"":""0"",""May"":""1"",""March"":""1"",""December"":""1"",""June"":""1"",""October"":""0""}",{},39914,1/7/19 15:01,32927
ed014f94089ae934be735b3268de6b63,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,98530,26,0,,FIZZLE,21000,1/7/19 15:01,32928
724cc1446dbe589f32b6a07a3f4a48a2,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":""1"",""February"":""1"",""March"":""1"",""August"":""1"",""June"":""1"",""April"":""1"",""July"":""1"",""January"":""1"",""December"":""0"",""September"":""1"",""October"":""0"",""November"":""0""}",{},47165,1/7/19 15:01,32929
231b209a7cd34b54d1abb54c9ea7aab0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":""1"",""February"":""0"",""September"":""0"",""November"":""0"",""June"":""0"",""April"":""1"",""July"":""0"",""October"":""0"",""December"":""1"",""January"":""1"",""August"":""0"",""May"":""0""}",{},13602,1/7/19 15:02,32930
8855ee192a8cd0c97bf4109f97947fec,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,65639,0,1,December,,21000,1/7/19 15:02,32931
fcdc16fe136fdca9f85a878916c1e52e,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,43610,0,1,"May
",,21000,1/7/19 15:02,32932
0e6e70a6a111960664cd820ffbd39d31,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":""1"",""August"":""1"",""September"":""1"",""April"":""1"",""February"":""1"",""June"":""1"",""October"":""1"",""March"":""1"",""December"":""0"",""November"":""0"",""January"":""1"",""July"":""1""}",{},52330,1/7/19 15:02,32933
4701eb9332c22deb195f7c26e41605bd,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,30,0,23602,0,1,beg,,21000,1/7/19 15:02,32934
d7ee83da8a4aacb455b5b7db67ae3b64,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,52574,0,1,March,,21000,1/7/19 15:02,32935
5ae3851163a932e1af5b42f40001440f,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,32650,0,1,November,November,21000,1/7/19 15:02,32936
f1b2fefd0454716031d2a0878aedd5d9,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":""1"",""December"":""0"",""September"":""1"",""January"":""0"",""April"":""0"",""November"":""1"",""October"":""1"",""July"":""1"",""February"":""0"",""May"":""0"",""June"":""1"",""March"":""0""}",{},60005,1/7/19 15:02,32937
f7f2da456318160188d3f7430a737bed,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":""0"",""May"":""1"",""April"":""0"",""September"":""1"",""June"":""1"",""July"":""1"",""January"":""0"",""February"":""1"",""March"":""0"",""August"":""1"",""December"":""1"",""October"":""0""}",{},19884,1/7/19 15:02,32938
280365ea6fba3c277756fdee52b90977,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":""1"",""October"":""1"",""November"":""1"",""February"":""0"",""September"":""0"",""August"":""0"",""December"":""0"",""May"":""1"",""June"":""1"",""April"":""0"",""January"":""0"",""March"":""0""}",{},34561,1/7/19 15:03,32939
fcdc16fe136fdca9f85a878916c1e52e,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":""1"",""September"":""1"",""November"":""1"",""July"":""1"",""February"":""1"",""June"":""1"",""April"":""1"",""March"":""1"",""December"":""1"",""January"":""1"",""May"":""0"",""October"":""1""}",{},15753,1/7/19 15:03,32940
fa86243db23586206a91080359c74a5e,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":""1"",""June"":""1"",""September"":""1"",""February"":""1"",""January"":""1"",""December"":""1"",""March"":""1"",""July"":""1"",""May"":""0"",""April"":""1"",""November"":""1"",""August"":""1""}",{},39256,1/7/19 15:03,32941
8855ee192a8cd0c97bf4109f97947fec,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":""0"",""February"":""1"",""January"":""1"",""September"":""0"",""October"":""1"",""April"":""1"",""March"":""0"",""July"":""1"",""December"":""0"",""May"":""1"",""June"":""1"",""November"":""0""}",{},3078,1/7/19 15:03,32942
6e1235139a27a2860c19a609bcf0dc3b,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,35732,0,1,september,,21000,1/7/19 15:03,32943
53d8f4202cfeb40a183b0b55119d4541,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,71760,0,1,May,,21000,1/7/19 15:03,32944
8b31e2afe6c82a234c910b375c0f9d2d,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":""0"",""July"":""0"",""November"":""1"",""September"":""1"",""February"":""0"",""August"":""1"",""December"":""1"",""January"":""0"",""May"":""0"",""April"":""0"",""March"":""0"",""October"":""1""}",{},41449,1/7/19 15:03,32945
5ae3851163a932e1af5b42f40001440f,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":""1"",""October"":""1"",""January"":""1"",""June"":""1"",""February"":""1"",""August"":""1"",""May"":""1"",""December"":""1"",""November"":""0"",""September"":""1"",""April"":""1"",""July"":""1""}",{},3951,1/7/19 15:03,32946
4701eb9332c22deb195f7c26e41605bd,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":""1"",""September"":""1"",""December"":""1"",""October"":""1"",""November"":""1"",""June"":""1"",""May"":""1"",""March"":""1"",""August"":""1"",""January"":""1"",""July"":""1"",""April"":""1""}",{},7878,1/7/19 15:03,32947
ed014f94089ae934be735b3268de6b63,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":""0"",""June"":""1"",""March"":""0"",""April"":""0"",""July"":""1"",""February"":""0"",""January"":""0"",""September"":""0"",""May"":""0"",""August"":""0"",""December"":""0"",""November"":""0""}",{},57098,1/7/19 15:03,32948
4fb476938bd502282b65fae6920b7500,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":""1"",""October"":""1"",""June"":""1"",""April"":""0"",""May"":""1"",""September"":""1"",""February"":""0"",""March"":""1"",""July"":""1"",""December"":""0"",""August"":""1"",""November"":-1}",{},49728,1/7/19 15:03,32949
77474eef0cc9062149fb4499dae9655f,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,58916,0,1,September,,21000,1/7/19 15:04,32950
fa8be1ea407ad7f373b670d2c4fb2fdb,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,74836,0,1,M,,21000,1/7/19 15:04,32951
d7ee83da8a4aacb455b5b7db67ae3b64,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":""1"",""November"":""1"",""September"":""1"",""July"":""1"",""May"":""0"",""December"":""1"",""March"":""0"",""April"":""1"",""June"":""1"",""February"":""1"",""October"":""0"",""August"":""1""}",{},62435,1/7/19 15:04,32952
a394ed31a07315acde5312d04b9f43a0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,72816,0,1,May,"jan
feb
mar
apr
may
jun
jul",21000,1/7/19 15:05,32953
443bc059fc4b59fce99630caa83a31fa,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,31951,0,1,march,,21000,1/7/19 15:05,32954
53d8f4202cfeb40a183b0b55119d4541,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":""0"",""February"":""1"",""June"":""0"",""May"":""0"",""July"":""1"",""November"":""0"",""December"":""0"",""October"":""1"",""August"":""0"",""September"":""1"",""March"":""1"",""April"":""0""}",{},25801,1/7/19 15:05,32955
5b2efff3ef79c89e346b62ccd14efebe,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,32905,0,1,November,"Jan
",21000,1/7/19 15:05,32956
9c639e3c50fe6bbd8cf1668523ad3040,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,30,0,43772,0,1,july,july,21000,1/7/19 15:05,32957
1739ec8dc1748bc85307c08cb5104f2d,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,15,0,14177,15,0,"January
",,21000,1/7/19 15:05,32958
fc84b7cb1752179d2c236257cdd43442,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,38514,0,1,November,oct nov ma,21000,1/7/19 15:05,32959
77474eef0cc9062149fb4499dae9655f,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":""1"",""May"":""1"",""July"":""1"",""June"":""1"",""April"":""1"",""September"":""0"",""November"":""1"",""October"":""1"",""January"":""1"",""February"":""1"",""March"":""1"",""August"":""1""}",{},38892,1/7/19 15:05,32960
1f864323d388655f7ce70702a9471262,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,56741,0,1,September,,21000,1/7/19 15:06,32961
0e2418553a2ab89a2f80850a2feaba03,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,30548,0,1,APRIL,,21000,1/7/19 15:06,32962
a394ed31a07315acde5312d04b9f43a0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":""0"",""June"":""1"",""March"":""0"",""January"":""0"",""October"":""1"",""September"":""0"",""December"":""1"",""February"":""0"",""November"":""1"",""August"":""1"",""April"":""0"",""July"":""1""}",{},31645,1/7/19 15:06,32963
e1002c9343f2aeb7a7cb8fdfc717d20e,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,24246,0,1,october,,21000,1/7/19 15:07,32964
01bccaa4dd71661a7bc855c50cc08033,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,51996,0,1,November,,21000,1/7/19 15:07,32965
6e1235139a27a2860c19a609bcf0dc3b,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":""0"",""March"":""1"",""February"":""1"",""November"":""1"",""July"":""1"",""October"":""1"",""January"":""0"",""June"":""1"",""May"":""1"",""August"":""0"",""April"":""0"",""December"":""0""}",{},111077,1/7/19 15:07,32966
9af7fec13f1cac408254c737efc8b4dd,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,40537,0,1,july,september,21000,1/7/19 15:07,32967
9c639e3c50fe6bbd8cf1668523ad3040,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":""0"",""November"":""0"",""December"":""0"",""October"":""0"",""August"":""0"",""June"":""0"",""February"":""0"",""March"":""0"",""September"":""0"",""January"":""0"",""May"":""0"",""April"":""0""}",{},14925,1/7/19 15:07,32968
bc7db6a409e8a2b7f178374bc8de7f5d,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,47113,0,1,May,,21000,1/7/19 15:07,32969
0e2418553a2ab89a2f80850a2feaba03,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":""1"",""November"":""1"",""September"":""1"",""February"":""0"",""January"":""1"",""April"":""0"",""June"":""1"",""March"":""1"",""August"":""0"",""December"":""0"",""July"":""1"",""May"":""1""}",{},16703,1/7/19 15:07,32970
1c704558226215646c24d5e2ab7d6683,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,199437,0,1,February,,21000,1/7/19 15:07,32971
fc84b7cb1752179d2c236257cdd43442,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":""0"",""August"":""1"",""September"":""1"",""May"":""0"",""January"":""1"",""March"":""1"",""November"":""0"",""February"":""0"",""October"":""0"",""April"":""1"",""July"":""1"",""June"":""1""}",{},39525,1/7/19 15:07,32972
b4ae25b52c624a724fbbf74b2e64c53c,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,155129,0,1,taze,,21000,1/7/19 15:07,32973
