subject,question,question_ind,all_values,question_order,comp_check,comp_check_pass,comp_check_rt,comp_check2,comp_check_pass2,choice,scratch,rt,stamp,id
d61157233d838d9cba1c9335e92c04e5,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":0,""February"":1,""June"":0,""January"":0,""December"":0,""May"":1,""September"":0,""August"":0,""November"":0,""March"":1,""October"":0,""July"":0}",,20895,8/29/18 14:39,23338
6fc815726ca287fe5992578307c742dd,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":0,""May"":0,""June"":1,""April"":0,""March"":1,""November"":0,""February"":1,""October"":0,""December"":1,""August"":0,""September"":0,""January"":0}",,13728,8/29/18 14:39,23339
86f14ae92cd87d1d5615bcdbf089c902,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,21367,0,1,may,,21000,8/29/18 14:39,23340
5be144e925d8147fa553cb3a53b38437,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,30,0,42483,0,1,November,,21000,8/29/18 14:39,23341
86ab439ec173cad8d5636e1d2d516766,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":1,""June"":0,""March"":0,""September"":0,""April"":1,""November"":1,""July"":0,""October"":0,""January"":1,""August"":0,""December"":0,""February"":0}",,8498,8/29/18 14:39,23342
c23919108fbd371065df42bc9b7bad71,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,28421,0,1,may,may,21000,8/29/18 14:40,23343
1d84280cac23e1cc7c9e9b6a70474cf2,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,80495,26,0,,fizzy,21000,8/29/18 14:40,23344
edd1f6cb085d2a2e4e991fabf6296fe2,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,31209,0,1,October,,21000,8/29/18 14:40,23345
93ae35569c40923bb19681c5f393abe8,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,42539,0,1,,,21000,8/29/18 14:40,23346
cd51d50d039cef8a22afc23b325fed82,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":0,""September"":0,""August"":0,""January"":0,""April"":0,""February"":0,""December"":0,""June"":0,""May"":0,""March"":0,""October"":1,""November"":0}",,24874,8/29/18 14:40,23347
1f46824201b883ad2bf8f1051d245bd9,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,87000,0,1,JULY,,21000,8/29/18 14:40,23348
9ef57b60468e462b7dbaa03f43736c52,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,35051,0,1,october,october,21000,8/29/18 14:40,23349
7b8949815893b47f623d333dee1e5d23,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,36772,0,1,November,,21000,8/29/18 14:40,23350
16a35a8854ad1fd890e15a3b40b4a9af,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,22967,0,1,may,,21000,8/29/18 14:40,23351
1c32b16f6b1a4151e15cb9ecc04e0644,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,30,0,41790,0,1,july,July,21000,8/29/18 14:40,23352
5be144e925d8147fa553cb3a53b38437,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":1,""February"":0,""January"":0,""April"":0,""September"":0,""August"":0,""March"":0,""June"":0,""July"":0,""May"":0,""December"":0,""October"":0}",,10219,8/29/18 14:40,23353
1d84280cac23e1cc7c9e9b6a70474cf2,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":0,""August"":0,""March"":0,""December"":0,""April"":0,""September"":0,""June"":0,""November"":0,""January"":0,""May"":0,""February"":0,""July"":0}",,4179,8/29/18 14:40,23354
86f14ae92cd87d1d5615bcdbf089c902,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":0,""November"":0,""September"":0,""January"":1,""February"":1,""June"":1,""March"":1,""April"":1,""October"":0,""August"":0,""May"":1,""July"":1}",,44934,8/29/18 14:41,23355
c23919108fbd371065df42bc9b7bad71,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":1,""November"":0,""August"":1,""October"":0,""May"":1,""September"":0,""January"":0,""July"":0,""March"":0,""June"":0,""December"":0,""February"":0}",,22404,8/29/18 14:41,23356
934d8482fbfe6375d9cd11448234cfb4,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,37920,0,1,October,"January
February
March
April
May
Ju",21000,8/29/18 14:41,23357
25e40de4786d87dff85e6081a68f8f18,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,35418,0,1,November,,21000,8/29/18 14:41,23358
90b3e694e3020c9dc4123257e9fd665e,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,100341,0,1,,,21000,8/29/18 14:41,23359
93ae35569c40923bb19681c5f393abe8,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":1,""December"":0,""August"":0,""July"":0,""May"":1,""February"":0,""June"":0,""October"":1,""January"":1,""November"":1,""April"":1,""September"":1}",,28963,8/29/18 14:41,23360
74d721332827a1736d251ef748bbdff7,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,0,0,28288,15,0,februa,february,21000,8/29/18 14:41,23361
a83d9fe7479e2f0e75cc893361358a5f,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,36234,0,1,November,,21000,8/29/18 14:41,23362
edd1f6cb085d2a2e4e991fabf6296fe2,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":0,""July"":1,""August"":1,""April"":1,""March"":1,""September"":1,""May"":1,""October"":1,""December"":0,""January"":1,""June"":1,""February"":1}",,39539,8/29/18 14:41,23363
43c99a55d92a40a5239947a63f95ddf1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,66231,0,1,May,,21000,8/29/18 14:41,23364
9ef57b60468e462b7dbaa03f43736c52,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":1,""February"":1,""April"":1,""October"":1,""July"":1,""March"":0,""January"":1,""November"":0,""May"":0,""September"":1,""December"":1,""June"":0}",,18950,8/29/18 14:41,23365
1c32b16f6b1a4151e15cb9ecc04e0644,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":1,""July"":1,""January"":0,""March"":0,""November"":1,""April"":0,""September"":1,""May"":0,""October"":1,""December"":1,""August"":0,""February"":1}",,35338,8/29/18 14:42,23366
500deee0edc33da120bb1caf976c2fe2,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,32497,0,1,May,,21000,8/29/18 14:42,23367
cec3c41ab0889a7bbd1231cecbedf129,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,45190,0,1,Map,,21000,8/29/18 14:42,23368
16a35a8854ad1fd890e15a3b40b4a9af,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":1,""October"":1,""January"":1,""August"":1,""February"":1,""December"":0,""November"":1,""April"":1,""May"":1,""March"":1,""September"":0,""June"":1}",,42285,8/29/18 14:42,23369
bb4f5f020d429a04929a37336a437996,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,27188,0,1,november,,21000,8/29/18 14:42,23370
782fe62e9ce09d57a6c83e796e738395,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,35381,0,1,november,,21000,8/29/18 14:42,23371
7b8949815893b47f623d333dee1e5d23,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":0,""October"":1,""April"":0,""September"":0,""May"":0,""February"":1,""March"":1,""January"":1,""July"":1,""August"":1,""June"":0,""November"":1}",,39711,8/29/18 14:42,23372
fc3f3668090eabc5439515d3720508a7,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,46096,0,1,November,,21000,8/29/18 14:42,23373
934d8482fbfe6375d9cd11448234cfb4,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":0,""March"":0,""February"":0,""January"":0,""June"":0,""December"":0,""September"":0,""July"":0,""May"":0,""August"":0,""November"":0,""October"":1}",,26862,8/29/18 14:42,23374
25e40de4786d87dff85e6081a68f8f18,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":1,""March"":1,""September"":1,""May"":0,""April"":0,""July"":1,""June"":0,""February"":1,""December"":1,""October"":0,""November"":1,""August"":0}",,19111,8/29/18 14:42,23375
302e5f311f41d42832e130fb9ced29f8,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,30702,0,1,may,may,21000,8/29/18 14:42,23376
8f4f6e5d5a925c02a9cfb2fe247196cc,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,25931,0,1,May,May,21000,8/29/18 14:42,23377
d31038b918337b13f49cfbda214be54b,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,22682,0,1,may,jan feb mar apr may jun jul aug ,21000,8/29/18 14:42,23378
f4eea1f0fc864b8b4a10df391c2be760,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,27114,0,1,january,january,21000,8/29/18 14:42,23379
292c3a1ba201680301ce54e8c1635ab2,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,42525,0,1,May,NBRRYNLGPT,21000,8/29/18 14:42,23380
51546bde9076fd142be80789179fc7fd,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,35448,0,1,November,Ocrt,21000,8/29/18 14:42,23381
cec3c41ab0889a7bbd1231cecbedf129,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":0,""September"":0,""December"":0,""November"":0,""June"":0,""August"":0,""May"":0,""January"":0,""July"":0,""April"":0,""October"":0,""March"":0}",,4109,8/29/18 14:42,23382
74d721332827a1736d251ef748bbdff7,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":1,""November"":1,""June"":1,""October"":1,""May"":1,""September"":1,""December"":1,""February"":1,""July"":1,""August"":0,""March"":0,""April"":1}",,9965,8/29/18 14:43,23383
90b3e694e3020c9dc4123257e9fd665e,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":1,""December"":0,""July"":0,""February"":0,""August"":0,""November"":1,""October"":1,""May"":0,""September"":1,""January"":1,""March"":1,""June"":1}",,22789,8/29/18 14:43,23384
9d62c82dc87844c21418e205144a02f5,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,43673,26,0,January,Jan,21000,8/29/18 14:43,23385
76f98452ad51c2bd7259755a0a46e1ba,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,51433,0,1,may,may june july august september october november,21000,8/29/18 14:43,23386
1f46824201b883ad2bf8f1051d245bd9,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":0,""March"":0,""October"":0,""April"":0,""May"":0,""December"":1,""July"":1,""June"":0,""August"":1,""February"":1,""January"":1,""September"":0}",,108156,8/29/18 14:43,23387
46ca9b2c4fd3d8b1c574d70cef073804,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,33733,0,1,,may,21000,8/29/18 14:43,23388
782fe62e9ce09d57a6c83e796e738395,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":1,""June"":1,""November"":1,""January"":1,""May"":1,""September"":1,""October"":1,""April"":1,""February"":1,""December"":1,""August"":1,""July"":1}",,13179,8/29/18 14:43,23389
9e3152b370b84e08ba6d3cdc46bebf4e,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,30,0,50443,0,1,March,,21000,8/29/18 14:43,23390
a83d9fe7479e2f0e75cc893361358a5f,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":0,""July"":0,""October"":0,""August"":1,""May"":0,""March"":0,""November"":1,""June"":0,""September"":1,""April"":0,""December"":1,""January"":1}",,48955,8/29/18 14:43,23391
7eed2500505baa33e7bb854b8ca83e9c,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,35617,0,1,MArch,March,21000,8/29/18 14:43,23392
a18e496853098cc63d9ee4edd9f4e6f7,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,46664,0,1,March,,21000,8/29/18 14:43,23393
0e67f58ad9b6cb9b244dbca5a74a6917,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,15715,0,1,"October
",,21000,8/29/18 14:44,23394
43c99a55d92a40a5239947a63f95ddf1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":0,""March"":0,""April"":0,""September"":1,""February"":0,""August"":0,""October"":1,""November"":1,""June"":0,""January"":0,""May"":1,""December"":0}",,65289,8/29/18 14:44,23395
500deee0edc33da120bb1caf976c2fe2,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":0,""January"":1,""December"":0,""March"":1,""April"":0,""October"":0,""July"":0,""August"":0,""February"":0,""September"":0,""June"":0,""May"":1}",,57242,8/29/18 14:44,23396
b701242b615d8a2d3dbd2244f75864c9,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,49326,26,0,MARCH,,21000,8/29/18 14:44,23397
864c49d7510242f6bcc101d9f08bc0f3,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,41504,26,0,may,January feb mar apr may jun jul aug sep oct nov dec,21000,8/29/18 14:44,23398
bb4f5f020d429a04929a37336a437996,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":1,""May"":0,""April"":0,""August"":1,""June"":1,""December"":1,""September"":0,""March"":0,""October"":1,""July"":0,""November"":1,""February"":0}",,53089,8/29/18 14:44,23399
3d5c72963fb44b06d2ff327e6ba7e259,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,108627,26,0,"May
",May,21000,8/29/18 14:44,23400
137e8220653ac42a8b1483f5068582f8,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,30908,0,1,November,,21000,8/29/18 14:44,23401
fc3f3668090eabc5439515d3720508a7,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""March"":0,""May"":0,""October"":1,""April"":1,""August"":1,""November"":1,""December"":1,""January"":0,""July"":0,""February"":1,""June"":1}",,45807,8/29/18 14:44,23402
20cd9cafe636079c49d1192c3d34e089,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,30,0,34805,15,0,FIZZLE,,21000,8/29/18 14:44,23403
c6a3c6eead13c6da3f58f5e0477205f4,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,132914,0,1,May,May,21000,8/29/18 14:44,23404
8f4f6e5d5a925c02a9cfb2fe247196cc,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""October"":0,""August"":0,""July"":0,""January"":1,""March"":1,""February"":1,""November"":0,""April"":1,""September"":0,""May"":1,""December"":0}",,29916,8/29/18 14:44,23405
1a8de2a7f03c1dcd2177a929552c043a,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,30721,0,1,march,"jan
feb
mar",21000,8/29/18 14:44,23406
26e10d21e44e81d1e4a6ff5eb2b5eb2d,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,36565,26,0,MAY,,21000,8/29/18 14:44,23407
302e5f311f41d42832e130fb9ced29f8,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":1,""November"":0,""August"":0,""September"":0,""April"":0,""March"":0,""June"":0,""July"":0,""December"":0,""February"":0,""October"":0,""January"":0}",,50841,8/29/18 14:44,23408
ea30a5a3d539dd83072bc921dff2d4ee,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,20238,0,1,May,march,21000,8/29/18 14:44,23409
23d2ce7bdf461fe317921b3d86ad976d,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,32836,0,1,November,November,21000,8/29/18 14:44,23410
cde5c58090554c02b41c785ec8d354be,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,36061,0,1,November,,21000,8/29/18 14:44,23411
3aa7ed49a85c3cc3843081d5379480ca,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,27484,0,1,november,january,21000,8/29/18 14:44,23412
99ef41c34b76f21b1e37409d64cf916a,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,22967,0,1,May,,21000,8/29/18 14:44,23413
811ae1fec13441e392d848e7fbb83fd9,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,30,0,92798,30,0,May,,21000,8/29/18 14:44,23414
93ded8e9ee4e75a774df6d0b317c587a,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,43372,0,1,May,,21000,8/29/18 14:44,23415
292c3a1ba201680301ce54e8c1635ab2,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":1,""June"":1,""March"":1,""August"":1,""September"":1,""January"":1,""November"":1,""February"":1,""October"":1,""May"":1,""April"":1,""December"":1}",,58648,8/29/18 14:44,23416
19e01e9b536ac75eb03560843ca4724a,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,61798,0,1,october,,21000,8/29/18 14:44,23417
76f98452ad51c2bd7259755a0a46e1ba,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":0,""January"":0,""March"":1,""October"":0,""December"":1,""August"":0,""June"":1,""April"":1,""November"":1,""July"":1,""May"":1,""September"":1}",,20971,8/29/18 14:44,23418
2a13a769e237299d2cd7ac70ee2756df,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,37114,0,1,october,october ,21000,8/29/18 14:44,23419
46ca9b2c4fd3d8b1c574d70cef073804,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":0,""February"":1,""April"":1,""September"":0,""May"":1,""December"":0,""August"":0,""June"":0,""July"":0,""March"":1,""November"":0,""January"":1}",,20417,8/29/18 14:44,23420
29bcd3536dbf8f88df6e3fb5636f555c,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,44653,0,1,january,,21000,8/29/18 14:44,23421
9e3152b370b84e08ba6d3cdc46bebf4e,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":0,""August"":0,""February"":0,""December"":0,""June"":0,""July"":0,""November"":0,""January"":1,""September"":0,""March"":1,""October"":0,""May"":0}",,3141,8/29/18 14:44,23422
420b475fe5363165e880e02dba9b2ce8,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,70662,0,1,November,,21000,8/29/18 14:44,23423
e08553edf483a107074818f6902ddcfd,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,26597,0,1,"May
",janfebmaraprmayjunjulaugsepoctnovdec,21000,8/29/18 14:45,23424
7884f000b3e66cb6a28233df1dedf0fe,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,20962,0,1,November,,21000,8/29/18 14:45,23425
864c49d7510242f6bcc101d9f08bc0f3,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":0,""November"":1,""June"":0,""December"":0,""January"":0,""April"":1,""May"":1,""September"":1,""March"":1,""October"":1,""August"":0,""July"":0}",,12049,8/29/18 14:45,23426
9518a64190d1922a9451f9a5f6b4c3c8,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,51133,0,1,May,May,21000,8/29/18 14:45,23427
0e67f58ad9b6cb9b244dbca5a74a6917,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":1,""April"":0,""July"":0,""May"":0,""October"":1,""June"":0,""September"":0,""March"":0,""January"":0,""December"":1,""August"":0,""February"":0}",,22672,8/29/18 14:45,23428
26e10d21e44e81d1e4a6ff5eb2b5eb2d,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":1,""December"":0,""October"":1,""May"":1,""November"":1,""February"":0,""April"":1,""June"":1,""January"":1,""September"":1,""July"":0,""March"":1}",,15420,8/29/18 14:45,23429
d31038b918337b13f49cfbda214be54b,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":0,""November"":0,""February"":1,""September"":0,""July"":1,""October"":0,""August"":0,""May"":1,""January"":1,""April"":1,""March"":1,""June"":1}",,88251,8/29/18 14:45,23430
a18e496853098cc63d9ee4edd9f4e6f7,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":1,""September"":1,""May"":0,""August"":1,""April"":0,""July"":1,""June"":0,""December"":1,""October"":0,""November"":0,""February"":1,""January"":1}",,11307,8/29/18 14:45,23431
abd8e5f76e327c48f8737129e10cc80b,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,26010,0,1,March,,21000,8/29/18 14:45,23432
3d5c72963fb44b06d2ff327e6ba7e259,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":0,""May"":1,""January"":1,""March"":1,""September"":1,""December"":0,""October"":1,""February"":0,""April"":1,""November"":1,""June"":0,""August"":0}",,18975,8/29/18 14:45,23433
ea30a5a3d539dd83072bc921dff2d4ee,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":1,""October"":0,""August"":0,""June"":1,""February"":1,""September"":0,""March"":1,""April"":1,""December"":0,""July"":0,""May"":1,""November"":0}",,18873,8/29/18 14:45,23434
f4eea1f0fc864b8b4a10df391c2be760,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":0,""June"":1,""December"":1,""August"":1,""July"":1,""October"":0,""February"":1,""January"":1,""March"":0,""November"":0,""September"":0,""April"":0}",,79660,8/29/18 14:45,23435
b701242b615d8a2d3dbd2244f75864c9,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":0,""June"":0,""January"":0,""October"":0,""August"":0,""April"":1,""November"":0,""September"":0,""March"":1,""February"":0,""July"":0,""December"":1}",,37923,8/29/18 14:45,23436
51546bde9076fd142be80789179fc7fd,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":0,""April"":0,""December"":1,""November"":1,""August"":0,""July"":0,""June"":0,""September"":0,""October"":1,""May"":0,""January"":0,""February"":0}",,89114,8/29/18 14:45,23437
20cd9cafe636079c49d1192c3d34e089,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""September"":1,""April"":0,""December"":0,""October"":1,""May"":1,""March"":1,""July"":0,""August"":0,""January"":0,""November"":1,""February"":0}",,27651,8/29/18 14:45,23438
23d2ce7bdf461fe317921b3d86ad976d,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""December"":0,""September"":1,""May"":0,""March"":0,""January"":1,""April"":0,""August"":0,""February"":0,""November"":1,""October"":0,""July"":0}",,5861,8/29/18 14:45,23439
722174d2c51b30b80c039df1dd92fcb8,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,20329,0,1,May,"march
apr
may
",21000,8/29/18 14:45,23440
7eed2500505baa33e7bb854b8ca83e9c,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":0,""December"":0,""October"":0,""November"":0,""September"":0,""March"":1,""August"":0,""April"":0,""June"":0,""July"":0,""February"":1,""January"":1}",,37963,8/29/18 14:45,23441
829c157c922626ab9a5ab12f1475aa27,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,0,0,103729,0,1,November,,21000,8/29/18 14:45,23442
