subject,cond,instructions_time,total_time,gender,use_s1,write_down,comments,stamp,id
d958663a29b3447fcfe5eb5b10fefe42,0,127238,972615,Male,No,No,no.,7/27/20 13:40,14320
5d058007918a149ee5a5e30775e4a53a,0,103206,1395905,Female,No,No,,7/27/20 13:40,14321
633150bc7903343f2ee0eb3e73b9a48a,0,191195,1526133,Male,No,No,I just tried to remember how the months were spelled. Once I thought of November I thought that was a really good answer and I was running out of time so I chose it.,7/27/20 13:40,14322
ef1176283bc2c47299ab35941123bc80,0,152803,1581542,Male,No,No,"Saying in my head the 3 letters of each month. For example, what I said was Jan Feb Apr Jul Sep Oct Nov. I kept in my mind for some reason December as being quite early in the line of alphabetical order. ",7/27/20 13:41,14323
23975b382eaecbf50d173fe141d05f9c,1,67905,779241,Female,No,No,"I am dumb and questioned whether May was actually a word I saw in the first part. I didn't think it was. And by the time I thought of that I timed out, I should've put November, damnit :( But yeah - I couldn't remember if May had been in the first part of the study. Oof.",7/27/20 13:42,14324
4b62f3b0e9b59701d36a83bee2d9ca5a,0,373516,1411770,Female,No,No,I honestly typed what came to mind. Because August it right around the corner it came to mind first. But then I just started to go through the rest of the months alphabetically.,7/27/20 13:42,14325
caac50a2905f8462c417ef159e3f40df,0,168010,1364720,Male,No,No,,7/27/20 13:42,14326
ab09a9b294929fd80847300936f9ccd0,1,97033,1016759,Male,No,No,"I immediately thought of November and I was happy because V is near the end of the alphabet. Knowing that there was a timer, I wanted to enter my final answer ""November"" right away. So once I had my answer in I quickly visualized each month in the year, focused on the third letter and came to the conclusion that I had the best answer. Unfortunately May is actually the best answer, but maybe it was the fact that it was only three letters long that I overlooked it as a possibility.",7/27/20 13:43,14327
27a6e3906c59c73f87e7837a268911b8,0,109853,1386887,Female,No,No,I just ran through the months in my head as quickly as I could until I came to October,7/27/20 13:43,14328
38eb9f8e06f572b37ef6c65d21cb6ddb,1,98475,1071689,Female,Yes,No,I went through the months I tried to memorize in my head instead of thinking about the months in order.,7/27/20 13:43,14329
b3405c4dc31a9b2cc4988b3cf256cb2b,0,95752,1313935,Male,No,No,Just going thru the months one at a time.,7/27/20 13:44,14330
9e60f12d6a348068cfe55b142b2547cd,0,103595,1057629,Female,No,No,Thinking of months that came up with a late letter,7/27/20 13:44,14331
9450b5be5e5de72336f0f5d2ff4c1c09,0,75955,928372,Female,No,No,No - Try to think through the months as fast as I could. ,7/27/20 13:45,14332
3ff8d22f7c604bb41cafdc6011272d2b,1,88049,1375782,Female,No,No,"I just ran through each month in the year, thought about the 3rd letter, and compared it with the month that had the latest letter thus far. If it was longer, I would keep that new letter in my mind as I continued thinking through each month.",7/27/20 13:46,14333
627b5ea1b378b555d1b30dd262929344,0,505134,1646576,Female,No,No,"For the third letter, I felt time crunched so I honestly just thought randomly and started singing the alphabet. I got lucky with May as I think this is the best choice.",7/27/20 13:47,14334
c175ecf8ff222b4b24300ce2b7c78186,1,118503,1238087,Male,No,No,There was no strategy. I just started thinking of the months of the year very quickly.,7/27/20 13:47,14335
e5680a4118f74837f8d86dbdaa66584b,1,92287,1805996,Male,No,No,"born i november so that was the first month that came to mind, then just went through them in order to beat a V",7/27/20 13:48,14336
a01fc927005d5509bf45e80bd2b38956,1,108097,859273,Male,No,No,I tried to think as fast s possible of the 12 months.  I didn't think of May which is the correct answer though.,7/27/20 13:48,14337
9dfea741e59a66df604555c4917b3ae8,1,86896,1061810,Female,No,No,"Random months just came into my head with May being last.  I knew that 'y' is the second to last letter in the alphabet and that the odds of another month 'beating' it were low, so I just quickly went with May.",7/27/20 13:48,14338
4501f716c87c633815b272dd3ec1130d,1,107920,1245990,Male,No,No,I just started thinking of the months and determining where in the alphabet each third letter fell. Then I picked the one I thought was the best one given the amount of time left.,7/27/20 13:48,14339
0531dbdccfed7f7493a214024e6596ee,0,79308,1420667,Male,Yes,No,Think of the alphabet in reverse and apply it to the months of the year,7/27/20 13:50,14340
d940350752bf521dfd818c1b512d2ae1,1,109449,1236849,Female,No,No,Trying to quickly think of the third letter of the months.,7/27/20 13:50,14341
082f0c90ca45e91fc9d66a8db26799ce,1,162394,1603706,Male,No,No,I was trying to think about the alphabet starting with z and backwards while thinking about the third letter in the months name. ,7/27/20 13:51,14342
479dfa83a1445ce29202998e773a7ad3,1,428489,1706652,Female,No,No,no,7/27/20 13:51,14343
613cf0f80658f7e4ce646aa697b3c2b7,1,191784,1118054,Male,Yes,No,At first my strategy was completely random but then I just started flipping through all the months chronologically in my head. It was fairly easy to quickly visualize the third letter of each word,7/27/20 13:52,14344
9ada1ca28cbf9ebef3c4dc7cff474f9d,1,91923,1311762,Male,No,No,"I quickly ran through the alphabet, latching on to the latest number. I was fairly confident 5 in with May, but ran through anyway since I had time",7/27/20 13:53,14345
85e5f1a604b5643d0ae4b686f5fe337d,1,147400,1597203,Female,No,No,I read the question incorrectly when it was brought up during the actual trial so I didn't have a strategy and just went with the first month that popped into my head.,7/27/20 13:53,14346
a875c4d41e4bf80da6d5b38a96af6d7f,0,130310,1001301,Male,No,No,,7/27/20 13:53,14347
20fa4d29fce296ca4b7f69c86723dc46,1,576557,2246033,Female,No,No,Just thinking of letters fast.,7/27/20 13:53,14348
f13fa8fe108910b3419f33401006a84f,1,155405,1460328,Male,No,No,monthly order,7/27/20 13:54,14349
e467e9f24f66674b2602089366f8ce3c,0,80131,1237924,Female,No,No,"I don't have any questions. For the third letter question, I tried to think of the later letters, but I can't believe I completely neglected May. I think I was thinking about the words of longer length.",7/27/20 13:54,14350
c20bd0e9e4b6960435902dc48e1ed980,1,227965,1971780,Male,No,Yes,I didn't have any real strategy other than contemplating the spelling of the words ,7/27/20 13:55,14351
f41677c3cf1b52e2bac1890874f1a4e1,1,138232,956337,Male,No,No,I typed out all of the months as quick as I could in the notepad and found the best answer,7/27/20 13:56,14352
eac3cf3041090cffb6894a96c758dd40,0,170430,936308,Male,No,No,No comments thank you. I couldnt remember any of the months when the time came though,7/27/20 13:56,14353
6e26d817219bb5131ff8d4e3c93744e1,1,138386,1775253,Female,Yes,No,I was first thinking about the months that had the most points in Part 1. But then I switched it up and decided to go through the months in chronological order.,7/27/20 13:56,14354
3b38b3431bc68105613b44c64037a8b8,1,66357,1897790,Female,No,No,I honestly thought of September first and then tried to quickly think of any months with a higher letter count that may have a letter later in the alphabet.,7/27/20 13:56,14355
c47263abf36b3895d4a6dc8406a9727e,1,138210,1186192,Female,No,No,"I just tried to think of the word with a letter near the end of the alphabet. I remembered November first and even though considered others briefly, stayed with it. I was a little nervous because of the time limit.",7/27/20 13:56,14356
2493fcbd53dd8cd31ecd211dfbf979e5,1,167029,1858534,Male,No,No,The website wouldn't allow me to type in the dialogue box so I couldn't answer the last question regarding the order of the months I'd considered.,7/27/20 13:57,14357
87267f6db10dd4c8828439fe0755a3f2,0,203461,1387325,Female,No,No,I just went with my gut feeling but I should've gone with May instead.,7/27/20 13:57,14358
9d921e5a3c52323c34c5532298da1116,0,134632,937238,Female,No,No,"I iterated through the months in order until I got to May, realized no months contained a Z, and then I knew I was done.",7/27/20 13:57,14359
912cefc26856147d94dcf2d8d239481c,1,188743,1904411,Female,No,No,Longer words,7/27/20 13:58,14360
8086730f4243ddfcd3d9731114a94314,0,58753,782424,Male,No,No,just ran thru months in my head fast as possible till I HIT nOV.  Didn't think anything would be later than v so I stopped there with about 10 seconds left to spare,7/27/20 13:58,14361
6e6083f274a46408647f2f8f01065e31,1,313851,2375714,Male,No,No,No. I found this HIT to be really fun and interesting.,7/27/20 13:59,14362
e7ff587e6c90a0f7f8d30f33a55c3681,1,69837,793482,Male,Yes,No,NO COMMENTS,7/27/20 13:59,14363
342a8b6c532334652032b31c0378ed7f,0,89234,935944,Male,No,No,I let my mind pick it at first and then verified by going through as much of the months as time permitted.,7/27/20 13:59,14364
ba86a2f29925537032c85d5d0ae3bb2c,1,61926,813908,Female,No,No,I went through the months starting with January. When I reached May I realized that that would be the month with the 3rd letter furthest in the alphabet.,7/27/20 13:59,14365
0faf8e2fba48fc6a87f9a049595bfc93,0,84763,830718,Male,No,No,"My strategy was just to think of any I could, then determine the one with the latest 3rd letter, based on what I could remember quickly",7/27/20 13:59,14366
6a021dad972051c11e3af9ca957364a0,0,171580,1239829,Female,No,No,I started with the months with a bunch of letters. The ones at the end of the year stood out most. I quickly thought of November because that's my birthday month. December was an automatic no because C isn't late in the alphabet. I didn't even think of May.,7/27/20 13:59,14367
35aecd9af2cef58a95546819277466c4,0,278244,1399370,Male,No,No,I just quickly imagined month names randomly and calculated the sequence of the third letter.,7/27/20 14:00,14368
3f63e4dd7b3cda9bdd28fed2692e2f4d,0,80285,828715,Male,No,No,"I don't have many comments, but the study has been interesting and made me think. October immediately came to mind, and then September naturally next. Once the timer showed itself I decided not to brainstorm anymore and just went with October because T comes later than P. ",7/27/20 14:00,14369
31fb00b477962fed4bd59230d5ef119c,1,450790,1302443,Male,No,No,"I was so stressed out trying to figure the best strategy- based on the info.  It was more difficult than I thought it would be.  I made a response that felt like a mistake, with the third letter question, and I choked- overconfident.",7/27/20 14:00,14370
74fb76b86f6006af4eb3a05d9af2305a,1,78658,788119,Male,Yes,No,I just did my best!,7/27/20 14:01,14371
7fdd29cc76dcddd611bc9df37a5657df,0,268406,1881754,Female,No,No,January February March April May...I missed one of those in the last part and hit the wrong thing. BUt I just went down the list of Months and did it like that. Thanks,7/27/20 14:02,14372
490f277d5d12b1cd6bef84e42de63c4a,1,92767,1163457,Male,No,No,"just whatever came to mind, unfortunately may came to mind too late and i didnt try to change it",7/27/20 14:02,14373
419e7c20334003db975a551a476df483,1,64359,859639,Male,No,No,"I went through the options, wrote down September, then realized it was definitely november.",7/27/20 14:02,14374
0e26750fc2c13722ab5bc86efad37f41,1,99454,1284256,Male,No,No,"I just went through the months as they popped in my mind, and stopped a Nov. because V comes late in the alphabet, and time was running out.  ",7/27/20 14:02,14375
8cc786acf1815e6a58e97bbdd3642aa8,1,46030,1026480,Female,No,No,i kinda froze honestly,7/27/20 14:03,14376
59c4ecdb98c0de8213dd1350d9b71bcb,1,223970,1366099,Female,No,No,"I started going through the months in order until I got to May because the third letter ""y"" is very close to the end of the alphabet. ",7/27/20 14:03,14377
4b352e28e61aa92649572c1156e1853b,0,118012,1329572,Female,No,No,,7/27/20 14:03,14378
51c0939746bfd00e48a24beb30b99b6d,0,203340,2433465,Male,No,No,I only had specific letters as a strategy for that question.,7/27/20 14:03,14379
a1ec77fc6bafd404c10789dc2be25493,1,136694,1431465,Female,No,No,My strategy was to think of the months in Section One and put them in alphabetical order.,7/27/20 14:03,14380
b6998beeaa6a465528f16ddb5635a710,1,181312,1864335,Female,No,No,Interesting study. My strategy for the third word was to count over 3 letters and evaluate if other words had better letters as far as position.,7/27/20 14:04,14381
b51c07d56a908a9d9a9a26658cc5ac3c,1,963014,2387866,Female,No,No,"That was fun, thank you for allowing me to participate ",7/27/20 14:06,14382
f6c20297dcd5feae4e7388ee83c9a8de,1,54145,799519,Female,Yes,No,"I was going to analyze them in chronological order, but then I felt pressure because of the timer, so i only made it to april, but I wasn't quick enough to type it in before time ran out. May seems so obvious now!",7/27/20 14:06,14383
2d78558e915ee21af4a20234e9a3539a,0,112761,1061474,Female,No,No,"I actually had no strategy, this one was very difficult for me.  ",7/27/20 14:07,14384
fdff50d6a961e8b48c6ed681a6923e04,0,1908928,2914848,Male,Yes,No,,7/27/20 14:08,14385
e7783535567c5ed0e160601012029486,1,45311,804713,Male,No,No,"I just thought of the month that had the latest letter in the alphabet.  Once May came up, I quickly thought of the next month that could beat it and none could so I kept with that word.",7/27/20 14:08,14386
e75a57c6cc339b8fe29caa1813906073,1,61460,902488,Male,No,No,"Just think quickly. Didn't think of May, though. ",7/27/20 14:08,14387
4ace3fc30026bb972190b107f13dc338,1,46004,649642,Female,Yes,No,B/a,7/27/20 14:08,14388
20955e8fa6d83ad052ee0deb72a1464b,1,87253,739189,Male,No,No,I have no comments about the study.  It was quite fun! My strategy was to go with my gut instinct,7/27/20 14:09,14389
340f9bd290cef26f8dc2388988c49b41,1,1371793,3046291,Male,No,No,I just thought about the third letter and settled on November. Unfortunately I realized I forgot May!,7/27/20 14:09,14390
ca8ef566b4609a6129108f79f4984e50,0,120081,935337,Female,No,No,I struggled with this part of the task.  I choose march but I am not certain about my strategy.  I have a feeling that i did it wrong.,7/27/20 14:09,14391
6275d6496031d2fd527d32f4611a2b36,0,112250,1351628,Female,No,No,,7/27/20 14:09,14392
93fb33985a794bbf321791f53620ac96,0,257798,954404,Male,No,No,I just guessed,7/27/20 14:10,14393
96e3dbfb5be3e0b527d83133bf9e48c9,0,150026,1263688,Female,No,No,I just ran though the months and picked one with a letter in the second half of the alphabet,7/27/20 14:11,14394
690fdabab628de78ad317d81198c771c,1,65165,960809,Female,No,No,"I just started at the first month January and thought of the third letter. When I got to May I figured that should be the answer because there could be no better answer since the letter ""z"" does not appear in any of the months of the year.",7/27/20 14:13,14395
f0c683797c809161ddb51588244a3a1a,0,332020,2016032,Male,Yes,No,by trying to picture the letter with more vowel sounds,7/27/20 14:14,14396
c7235f220c62e5964ac58f174b7bdd65,1,66001,987503,Female,No,No,I just went through the months in order and stopped when I hit May,7/27/20 14:14,14397
ed5dc76825cd55ef96ffdc814ccdfc17,0,115127,1405089,Female,No,No,I just ran down the list of months in my mind and wrote down the ones that sounded like the third letter was far along then compared them,7/27/20 14:15,14398
6cc5cc89a574e1acda52a08bc367bb2f,0,194504,2410221,Female,No,No,"My strategy was thinking about words that I thought had letters further down the alphabet somewhere in the middle.  So September, November, and April quickly came to mind.  I thought of a few that I immediately threw out like December.  As I was getting ready to write November I remembered that May only has three letters and realized that was the best choice. ",7/27/20 14:19,14399
16dab154dd2de99b47dd1dbe4bc63d7a,1,88800,1450534,Male,No,No,I simply went through the months of the year until I came across a month with a letter in the third position that was late in the alphabet.,7/27/20 14:19,14400
c64bd7b7115fda71e73dcb1033ecb0b3,0,130087,936555,Male,No,No,I think I got lucky. I thought of may almost instantly since it was so short and realized it had a Y. I thought that I couldn't do better than that so wrote it down.,7/27/20 14:20,14401
e1a29155c3812ee1ea9fd9871a7b78bc,0,2406775,2975251,Male,No,No,I don't have any questions. I just thought about words that were long.,7/27/20 14:20,14402
cd0d95c8bfc210b3ff8794696588699e,1,66223,1788784,Female,No,No,I tried to think of as many months as possible and then figure out which was the best of those I thought about.,7/27/20 14:21,14403
b6dbf36b72d82ef5ae81eea794134599,0,130292,953343,Male,No,No,I just tried to remember the latest vowel in the string of letters in month dates and go from there. Not as hard I as thought but I could have improved.,7/27/20 14:21,14404
5e4432c698731c1510e7fc49ffa510d6,0,100215,933399,Female,No,No,"For the 'third letter' question, there was so little time to read the directions and consider possible answers that I totally blanked on it and just wrote an answer as quickly as possible so that I would not be timed out.",7/27/20 14:21,14405
58a0544162798e632bab44213f6a8ad5,0,113782,1600045,Male,No,No,i just tried to think which month had a third letter in the latter part of the alphabet.I just sang the months of the year song in my head and selected the first month that fit the description,7/27/20 14:21,14406
6cb37f35a85e20ebf217a710881ebe50,1,100161,1268337,Female,No,No,I made the mistake of trying to go thru the months in my head which caused me to not have enough time.  I entered the month in the notepad but time ran out before I could enter it in the answer field.  My mistake! ,7/27/20 14:21,14407
ed731a468adaddc5959289a396280231,0,557324,1498360,Male,No,No,"I just spelled the months out in my mind, i picked april first because of the R, but then I picked May, knowing that y was the third letter. I did not choose any others after that.",7/27/20 14:22,14408
76be16966aeb21e70f45af95fadb881f,0,87195,1152810,Male,No,No,I panicked with the time limit so I just started for some reason with a random month then decided to think of the longer months of the year in the fall. ,7/27/20 14:24,14409
a3c4b0924dcf52ff8d9e19b078343c51,0,294076,1789716,Male,No,No,No. Thought of word that had letters near the end of alphabet,7/27/20 14:24,14410
0c5f06b02b88b2c0d591408d914a28e9,0,192465,1877873,Female,No,No,I thought of months that have special dates for me.  Kind of at random until I hit MAY.,7/27/20 14:25,14411
2cd7c60a6a882c585f936a3da89c6deb,1,134396,1498586,Female,No,No,"I tried to think of words with third letters that were later in the alphabet, but the 20 second timer had me a little panicked.",7/27/20 14:26,14412
fd95466daa788dbd5e45bf797c611940,1,89411,1412759,Male,No,No,"This was very fun and interesting! I found it pretty challenging to come up with the 3rd letter in a month ending with the latest letter in the alphabet, but basically I started from the top and typed it out on the virtual pad, then got to May! If I hadn't reached May I would've probably put April or March to get some points from having r. It would've taken me too long to think of or get to November which would've been next after May I believe as 2nd best. Thanks for the opportunity!",7/27/20 14:27,14413
9b4881d5b3b70278ab328b0634640eac,1,40082,1317913,Female,No,No,go through each month in order,7/27/20 14:27,14414
10d3b5dd9418fed39fbbe5321f15834a,1,411954,1577745,Female,No,No,I tried to spell them out in my head really fast to see which one was further in the alphabet.,7/27/20 14:28,14415
030e783eb71765d68f06299d73a3bdc2,1,141374,1635277,Female,No,No,I was focussed on time  and then just thought of the first month,7/27/20 14:28,14416
eec488eab8ba476fc65c92f1d259ec99,0,91938,915563,Female,No,No,"this was very fun!

i actually could only think of 2 months and my mind convinced me that april was the correct answer.",7/27/20 14:28,14417
e947fd728b82c7cdc9ea89f9028d7800,0,62915,829271,Female,No,No,I did not have any strategy,7/27/20 14:29,14418
22664ebc90a36de8f0e1339a350fc3f5,0,122883,1836143,Male,No,No,"I thought of November almost immediately and kind of blanked out on going through the other months, but since is the 22nd letter of the alphabet, I knew I couldn't do much better, and I was a bit mentally tired from part one.",7/27/20 14:29,14419
32515a49ee768b76fe90e40cebf87c25,1,168184,1565926,Female,No,No,I just wrote what came to my mind first. ,7/27/20 14:31,14420
de86c63624b1afca8e8b050fe2b82a0a,0,108326,1146081,Male,No,No,I just went down the months in order.,7/27/20 14:31,14421
1fb221a6ad64acdccf8883817bad5a11,1,137506,1086923,Female,No,No,,7/27/20 14:32,14422
bf2303c8025b9f35748512ca24f39ea3,1,80585,1285155,Male,No,No,"For the third letter question, I just started mentally flying through the months and trying to visualize their third letter.  November seemed like a very solid late-alphabet option, but that's because in my mental scurry I didn't ever get to May, which would have been better.",7/27/20 14:32,14423
291c6c1cf22284ae150dc4feab6948f0,1,56931,1172918,Female,No,No,"I simply wrote down the abbreviations for each month as fast as I could. I only got to November, but I knew the V in November would make it the best answer.

",7/27/20 14:32,14424
c416b246cc1466917aee6a181d36ea3e,1,107357,1018446,Male,No,No,None,7/27/20 14:33,14425
7ec1530c021e0a33821cc76084fa3974,1,180934,1845294,Male,No,No,"I just started going in month order, then October sprang to mind which progressed to November. June popped in randomly as time was running out.",7/27/20 14:34,14426
f9ff667f8a0a44cebe1ca47590c473ae,0,107072,1136627,Female,No,No,"Didn't really have a strategy, got a bit rattled by the time limit",7/27/20 14:35,14427
2e019c53ccf764b1d1e63afc7b911859,1,100209,1810797,Female,No,Yes,the letter of the alphabet close to the end,7/27/20 14:35,14428
9e9252ea98dc4fd7efafcb9524b2b2a3,0,80858,1011726,Male,No,No,I immediately thought of November as it V is very late in the alphabet. I then looked at the months near November. I then quickly went through all of the months and luckily got to May before the timer ran out.,7/27/20 14:36,14429
a2802954671a65a55487fa20480e253b,0,74572,857536,Female,No,No,I went through the months of the year in order but apparently didn't consider May's third letter correctly!,7/27/20 14:37,14430
a07da1a244d36a49c83bb5a16eb5303d,0,103176,919561,Male,No,No,"I just went in order of months from January, which was not a good strategy but i panicked ",7/27/20 14:38,14431
64ceb7a14579034fdb19089b97ecbbad,1,103943,1064185,Male,No,No,I just went through the months that popped in my head at the time and tried to remembered the one with the highest value and compared it to the next.,7/27/20 14:38,14432
b692f20da24d66408d194b1e0e2fed90,0,266392,1814380,Male,No,No,Honestly the third letter thing kind of confused me. Partly why I couldn't respond,7/27/20 14:39,14433
55ecd0ccdbdf0a0b7b31acce943dfe21,1,87229,1014459,Female,No,No,"I didn't have a strategy. I tried to think of the other months, but March just stuck in my head.",7/27/20 14:39,14434
16f138b8eadad9a2c97fd46278731e18,0,113350,880214,Female,No,No,I honestly didn't have a lot of strategy. It seems like choosing a word with the letter z as the third would be the best bet. ,7/27/20 14:40,14435
0f99db25080f058717dab6782257b4df,0,105000,1161457,Female,No,No,I kindof felt rushed so I ended up just choosing the month of my birthday last second because I couldn't think clearly.,7/27/20 14:41,14436
5fb34ab77ee61707dcdc7b9b8576d7bd,1,130889,1612500,Male,No,No,I just typed the first word that came to mind.,7/27/20 14:43,14437
f0d06bd3ec9bdd1d6eb98398cb03bda8,1,154471,1189045,Male,No,No,"Honestly, I flubbed this question. I forgot that I should only use the months that were used previously. Sorry!",7/27/20 14:43,14438
cf31e9f9f7edcbf855d6b041f8d17b1b,1,127888,1707733,Female,No,Yes,"It was confusing, no strategy.",7/27/20 14:45,14439
98fa650d13a389a163526b74fa1c4275,0,263771,1319040,Male,No,No,I went through each month in order but ran out of time to figure out the best.  I didn't pick the best option though.,7/27/20 14:45,14440
0071b9cac1dcb81ca9ffbc568a2207c7,0,264819,1674758,Female,Yes,No,kept counting the alphabet but its was an interesting survey and a tricky one too,7/27/20 14:46,14441
0c45810ef4e4e6ecfb6938bc92a63e74,1,96538,1425047,Female,No,No,"My brain panicked a little and so some months just came to mind, and I tried to eliminate ones that I knew would be low value. ",7/27/20 14:46,14442
e1cf67af721eda5e8afb45f19c5d7d5d,0,172303,1505441,Female,No,No,I thought of may first and figured y was late enough in the alphabet so just stuck with it. ,7/27/20 14:46,14443
05cff3f8182b7385b94e65c8bcd18e3d,1,106009,1014985,Male,Yes,No,just trying to think of the months with many vowels,7/27/20 14:47,14444
80f7612d7ce7f0cb4aa61b737caf39b5,0,72367,1011607,Male,Yes,No,I wish I had more time for the 3rd letter question. I didn't have a strategy I just used whatever month came to my head first,7/27/20 14:47,14445
6d64be18a6ac3d12266e4b0ed5e581fb,0,211311,2457504,Male,No,No,trying to get letter late in alphabet,7/27/20 14:47,14446
d835715c5b16297b924efec64e9dcd8a,1,69734,982755,Female,No,No,I didn't have a strategy; I listed a couple of months in the answer box. When I thought of a better one I erased the old one. I didn't use the other text box. The time limit made it more stressful to think of the answer. I think the study was interesting!,7/27/20 14:48,14447
537c9e79418445e691134a1f3c9eb3b7,0,432665,2209091,Male,No,No,I didn't have a particular strategy with the timer. It was pretty much try and think of all the months with a late third letter.,7/27/20 14:48,14448
008cb07c937fa8b1113f307dcb62e153,0,181451,1678920,Female,No,No,pictured the words in my head,7/27/20 14:49,14449
