subject,question,question_ind,all_values,question_order,comp_check,comp_check_pass,comp_check_rt,comp_check2,comp_check_pass2,choice,scratch,rt,stamp,id
f436efcdb8d7b88ce5ab229e89251094,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,34480,0,1,may,marmy,21000,9/24/18 14:11,25465
99d232ad515bb54fd04af8a11d6edef7,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,36353,26,0,november,,21000,9/24/18 14:11,25466
76d1696caeca0855001b779728c415fc,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,18702,0,1,May,"jan
feb
mar
apr
may
",21000,9/24/18 14:11,25467
725c02d4faae468e414a20935f0a3d06,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,50987,0,1,september,,21000,9/24/18 14:11,25468
e16c0b61f6da8b8a459f264b5c1e3345,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,23893,0,1,november,nov,21000,9/24/18 14:11,25469
3ac6ea307dba798e7b20f37204ac4a6d,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":1,""November"":1,""February"":1,""June"":1,""January"":1,""August"":1,""December"":1,""October"":1,""March"":1,""April"":1,""July"":1,""September"":1}",,35230,9/24/18 14:11,25470
2300cb24ea1131b1a79b800a6023094b,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":0,""March"":0,""June"":0,""May"":0,""October"":0,""September"":0,""July"":0,""April"":1,""January"":0,""August"":0,""December"":0,""February"":0}",,13706,9/24/18 14:11,25471
087dbc6217f16c8503cd0c8b9a2df522,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":0,""December"":0,""April"":1,""September"":0,""November"":0,""June"":1,""October"":0,""January"":0,""February"":1,""August"":1,""March"":1,""July"":1}",,11664,9/24/18 14:11,25472
eca95b5f7c194e990e75e70259f08fec,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,0,0,112467,0,1,novembe,,21000,9/24/18 14:11,25473
13f329e281f477d04bcc7a51a4326654,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":0,""December"":1,""February"":0,""September"":1,""June"":0,""July"":0,""March"":0,""August"":1,""May"":0,""January"":0,""November"":1,""October"":1}",,15873,9/24/18 14:11,25474
f610ff3d512d7f458e9bde23cfe5ab1a,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":0,""April"":0,""September"":1,""June"":0,""August"":1,""October"":1,""January"":1,""December"":1,""July"":0,""February"":1,""March"":0,""November"":0}",,60141,9/24/18 14:11,25475
0c983f2d54b4b0669b379edcd8c78b2f,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,34071,0,1,may,,21000,9/24/18 14:11,25476
656c1a2b088834e466093fc99507f526,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":0,""January"":1,""November"":1,""August"":0,""May"":1,""June"":1,""October"":1,""September"":0,""December"":1,""March"":1,""July"":0,""April"":0}",,78843,9/24/18 14:11,25477
fc59b23a7abd476a5b06a2ccd6dc2e88,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,39254,0,1,november ,"january
february
march
april 
may
june
july 
august 
september
october 
novem",21000,9/24/18 14:11,25478
748a43017ad1672ba27694f4c20334e2,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,15,0,19749,26,0,EVENING,HAPPY DAY,21000,9/24/18 14:11,25479
bf381aad55feb38f685ad5a25e924964,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,29195,0,1,may,,21000,9/24/18 14:12,25480
b32f20238ea5f3af052b7ef509588e2e,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,15,0,44922,26,0,september ,,21000,9/24/18 14:12,25481
7b3d943fd923a0be12dcfc12769fd996,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":0,""January"":1,""November"":0,""October"":0,""August"":1,""March"":1,""February"":0,""June"":0,""July"":1,""May"":1,""April"":1,""September"":0}",,19901,9/24/18 14:12,25482
05d0899e013e4babb787f9acc17bf6d8,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,15,0,3172,15,0,apple,,21000,9/24/18 14:12,25483
4af3c962724c1493b87432f457587693,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,53836,0,1,dece,"jun
jul
aug
sep
oct
nov",21000,9/24/18 14:12,25484
e706f9fb60d409de1563066c3f78c2fb,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,68671,0,1,may,,21000,9/24/18 14:12,25485
9b9a872715a587b2ddfa48297ab45e88,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,72515,0,1,november,,21000,9/24/18 14:12,25486
9d26153358d7b78c0cd0e425fd461b6c,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,45719,0,1,November,,21000,9/24/18 14:12,25487
62a9f357dc450da4e2ad583b735c0686,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,42501,0,1,March,,21000,9/24/18 14:12,25488
cd2467c18960077fb6d0266069845c25,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,91746,0,1,November,,21000,9/24/18 14:12,25489
f436efcdb8d7b88ce5ab229e89251094,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""December"":0,""January"":1,""August"":0,""September"":0,""February"":1,""July"":0,""November"":0,""April"":1,""May"":1,""March"":1,""October"":0}",,21807,9/24/18 14:12,25490
76d1696caeca0855001b779728c415fc,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":1,""June"":0,""December"":0,""January"":1,""April"":1,""August"":0,""May"":1,""October"":0,""November"":0,""March"":1,""July"":0,""September"":0}",,27664,9/24/18 14:12,25491
99d232ad515bb54fd04af8a11d6edef7,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":0,""July"":0,""September"":0,""April"":0,""March"":0,""December"":1,""June"":0,""November"":1,""May"":0,""August"":0,""January"":0,""October"":0}",,41964,9/24/18 14:12,25492
801a20e812e93877f4ae0ff721d70459,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,166034,0,1,september,,21000,9/24/18 14:12,25493
9eec5e3516635cd1932da08a7231aa11,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":1,""February"":0,""March"":0,""August"":0,""April"":0,""June"":0,""September"":0,""July"":0,""November"":1,""May"":0,""January"":0,""December"":0}",,142141,9/24/18 14:12,25494
96715ac8ba39d2e0b878f7795eba3703,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,0,0,81336,0,1,june,,21000,9/24/18 14:12,25495
2ab54ba06ebfcbb4084ba7cc9a6c5b51,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,72242,0,1,October,,21000,9/24/18 14:13,25496
822abf9ea33f11f3c5867de84f7a5c0e,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,15,0,29685,0,1,november,,21000,9/24/18 14:13,25497
748a43017ad1672ba27694f4c20334e2,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":0,""April"":1,""November"":0,""December"":1,""August"":1,""October"":0,""July"":1,""May"":1,""February"":1,""January"":1,""June"":0,""September"":1}",,11783,9/24/18 14:13,25498
b9b42acdf646de45caf1e11a17ceac08,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":1,""November"":1,""February"":1,""January"":0,""May"":0,""September"":1,""July"":0,""August"":0,""April"":0,""June"":0,""March"":0,""October"":1}",,41680,9/24/18 14:13,25499
0c983f2d54b4b0669b379edcd8c78b2f,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""January"":1,""June"":0,""September"":0,""July"":0,""March"":1,""February"":1,""December"":0,""October"":0,""April"":1,""May"":1,""November"":0}",,35947,9/24/18 14:13,25500
b32f20238ea5f3af052b7ef509588e2e,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":0,""November"":1,""December"":0,""October"":1,""August"":0,""September"":1,""June"":0,""April"":0,""May"":0,""February"":0,""March"":0,""July"":0}",,25843,9/24/18 14:13,25501
aeec58c213993ce4e27dbb5551b36d20,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,35444,0,1,November,,21000,9/24/18 14:13,25502
bf381aad55feb38f685ad5a25e924964,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":0,""June"":1,""September"":0,""October"":0,""August"":0,""February"":0,""January"":1,""November"":0,""March"":0,""April"":0,""December"":0,""May"":1}",,26152,9/24/18 14:13,25503
ed9c4ae5c21d96646eb77d2d7cbc1000,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,34388,0,1,January,,21000,9/24/18 14:13,25504
4af3c962724c1493b87432f457587693,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":1,""February"":1,""March"":1,""August"":1,""May"":1,""November"":1,""June"":1,""January"":1,""April"":1,""December"":1,""September"":1,""July"":1}",,18595,9/24/18 14:13,25505
becd4837ea9a5c6affda9dd1e25c788b,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,25837,26,0,October,,21000,9/24/18 14:13,25506
857c37e915fdd86d6a502528d0e55433,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,25013,26,0,November,march,21000,9/24/18 14:13,25507
9a4b58e0e865e954954076fe81c708dd,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,15,0,10047,26,0,T,LIKE THAT,21000,9/24/18 14:13,25508
3b45819e2eab799cd750f58911444e50,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,15,0,21509,15,0,horse,horse,21000,9/24/18 14:13,25509
62a9f357dc450da4e2ad583b735c0686,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""June"":0,""December"":0,""February"":0,""March"":1,""October"":0,""May"":0,""August"":0,""November"":0,""July"":0,""January"":0,""April"":0}",,13084,9/24/18 14:13,25510
9b9a872715a587b2ddfa48297ab45e88,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""April"":0,""February"":0,""September"":0,""December"":0,""October"":0,""March"":0,""January"":0,""July"":0,""May"":0,""November"":1,""August"":0}",,28395,9/24/18 14:13,25511
e16c0b61f6da8b8a459f264b5c1e3345,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":0,""September"":0,""January"":0,""March"":0,""August"":0,""June"":0,""December"":0,""October"":1,""February"":0,""November"":1,""July"":0,""April"":0}",,70792,9/24/18 14:13,25512
62300a1ed1596e3d05ea09e4e4db66b2,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,63741,0,1,may,may,21000,9/24/18 14:13,25513
eca95b5f7c194e990e75e70259f08fec,choice-set,2,[],2,-1,-1,-1,NA,0,"{""July"":0,""October"":0,""September"":0,""August"":0,""November"":1,""June"":0,""February"":0,""April"":0,""January"":0,""March"":0,""December"":0,""May"":0}",,46327,9/24/18 14:13,25514
5edc7b9dc954996c0b5951cdef1560b0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,30335,0,1,"September
",,21000,9/24/18 14:14,25515
