subject,cond,question,question_ind,all_values,question_order,comp_check,comp_check_pass,comp_check_rt,comp_check2,comp_check_pass2,choice,scratch,rt,stamp,id
7498a00366b218b59a5e03b8c5b600a6,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":0,""October"":0,""January"":0,""December"":0,""July"":0,""November"":1,""May"":0,""June"":0,""August"":0,""February"":0,""September"":1,""April"":0}","{""November"":2,""September"":1}",118363,7/27/20 13:38,40214
042a8354d4983b7b23c84cca277672c8,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":0,""September"":0,""November"":0,""July"":0,""April"":0,""March"":0,""June"":0,""October"":0,""February"":1,""December"":0,""January"":1,""May"":1}","{""February"":2,""January"":1,""May"":3}",23450,7/27/20 13:38,40215
5505e6519f92cb871618bf3e8e81c1c8,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":1,""November"":0,""February"":1,""June"":1,""May"":0,""December"":1,""January"":1,""July"":1,""August"":1,""September"":1,""October"":1,""March"":1}","{""April"":4,""February"":2,""June"":4,""December"":null,""January"":1,""July"":6,""August"":7,""September"":8,""October"":9,""March"":3}",16446,7/27/20 13:38,40216
4b62f3b0e9b59701d36a83bee2d9ca5a,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,50297,0,1,"August
September
P",,21000,7/27/20 13:38,40217
ab09a9b294929fd80847300936f9ccd0,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,27958,0,1,November,,21000,7/27/20 13:39,40218
072de62f22c98b4bc17e317d9b891cf7,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""May"":1,""February"":0,""October"":1,""July"":1,""June"":1,""December"":0,""November"":1,""August"":0,""April"":1,""March"":0,""January"":1}","{""May"":2,""October"":3,""July"":1,""June"":4,""November"":5,""April"":7,""January"":6}",25528,7/27/20 13:39,40219
23975b382eaecbf50d173fe141d05f9c,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,52764,0,1,Jun,,21000,7/27/20 13:40,40220
5d058007918a149ee5a5e30775e4a53a,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":1,""August"":0,""October"":0,""December"":0,""September"":0,""May"":0,""April"":1,""June"":0,""November"":0,""March"":1,""February"":1,""July"":0}","{""January"":1,""April"":4,""March"":3,""February"":2}",4381,7/27/20 13:40,40221
633150bc7903343f2ee0eb3e73b9a48a,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":1,""November"":1,""February"":0,""April"":0,""August"":0,""December"":0,""March"":0,""July"":0,""January"":1,""September"":0,""May"":0,""June"":0}","{""October"":1,""November"":3,""January"":2}",84243,7/27/20 13:40,40222
d958663a29b3447fcfe5eb5b10fefe42,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":0,""September"":1,""May"":0,""June"":0,""July"":0,""November"":0,""February"":0,""August"":1,""April"":1,""March"":1,""October"":0,""January"":0}","{""September"":1,""August"":2,""April"":3,""March"":4}",4329,7/27/20 13:40,40223
ef1176283bc2c47299ab35941123bc80,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":0,""February"":1,""June"":1,""January"":1,""October"":1,""July"":0,""May"":0,""April"":1,""August"":0,""September"":1,""March"":0,""November"":1}","{""February"":2,""June"":4,""January"":1,""October"":6,""April"":3,""September"":5,""November"":7}",127318,7/27/20 13:41,40224
3ff8d22f7c604bb41cafdc6011272d2b,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,40615,0,1,May,,21000,7/27/20 13:41,40225
caac50a2905f8462c417ef159e3f40df,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""June"":0,""January"":0,""November"":1,""May"":1,""April"":0,""December"":0,""October"":0,""February"":0,""March"":0,""July"":0,""August"":0}","{""November"":1,""May"":2}",35684,7/27/20 13:41,40226
38eb9f8e06f572b37ef6c65d21cb6ddb,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,41622,0,1,"march
",,21000,7/27/20 13:41,40227
27a6e3906c59c73f87e7837a268911b8,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,54509,26,0,October,,21000,7/27/20 13:41,40228
b3405c4dc31a9b2cc4988b3cf256cb2b,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,29527,0,1,november,,21000,7/27/20 13:41,40229
23975b382eaecbf50d173fe141d05f9c,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":0,""January"":0,""July"":0,""March"":0,""May"":1,""September"":0,""June"":1,""August"":0,""October"":0,""February"":0,""November"":1,""April"":0}","{""May"":1,""June"":2,""November"":3}",59945,7/27/20 13:42,40230
4b62f3b0e9b59701d36a83bee2d9ca5a,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":1,""April"":0,""December"":1,""January"":0,""September"":1,""November"":0,""February"":0,""May"":0,""October"":0,""July"":0,""June"":0,""March"":0}","{""August"":1,""December"":3,""September"":2}",109506,7/27/20 13:42,40231
9e60f12d6a348068cfe55b142b2547cd,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,42740,0,1,May,,21000,7/27/20 13:42,40232
ab09a9b294929fd80847300936f9ccd0,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""October"":1,""November"":1,""March"":1,""May"":1,""February"":1,""April"":1,""August"":1,""September"":1,""July"":1,""January"":1,""June"":1,""December"":1}","{""October"":11,""November"":1,""March"":4,""May"":6,""February"":3,""April"":5,""August"":9,""September"":10,""July"":8,""January"":2,""June"":7,""December"":12}",99398,7/27/20 13:42,40233
27a6e3906c59c73f87e7837a268911b8,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""April"":1,""October"":1,""January"":0,""July"":0,""February"":0,""March"":0,""November"":0,""December"":0,""May"":0,""June"":0,""September"":0,""August"":0}","{""April"":4,""October"":2}",28765,7/27/20 13:43,40234
627b5ea1b378b555d1b30dd262929344,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,76086,0,1,May,january,21000,7/27/20 13:43,40235
38eb9f8e06f572b37ef6c65d21cb6ddb,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""June"":0,""August"":0,""November"":0,""January"":1,""July"":0,""April"":0,""October"":0,""September"":0,""March"":1,""May"":0,""December"":0,""February"":1}","{""January"":1,""March"":3,""February"":2}",27715,7/27/20 13:43,40236
b3405c4dc31a9b2cc4988b3cf256cb2b,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":0,""August"":0,""July"":0,""February"":0,""September"":1,""March"":1,""June"":0,""April"":1,""November"":1,""October"":1,""May"":0,""December"":0}","{""September"":3,""March"":2,""April"":1,""November"":5,""October"":4}",17154,7/27/20 13:44,40237
9450b5be5e5de72336f0f5d2ff4c1c09,0,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,24536,0,1,May,,21000,7/27/20 13:44,40238
e5680a4118f74837f8d86dbdaa66584b,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,119740,0,1,"may
",,21000,7/27/20 13:44,40239
9e60f12d6a348068cfe55b142b2547cd,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""February"":0,""July"":1,""November"":1,""April"":1,""December"":0,""June"":0,""August"":0,""January"":0,""September"":1,""March"":1,""October"":0,""May"":1}","{""July"":1,""November"":4,""April"":3,""September"":2,""March"":3,""May"":5}",21741,7/27/20 13:44,40240
c175ecf8ff222b4b24300ce2b7c78186,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,40663,0,1,October,,21000,7/27/20 13:45,40241
4501f716c87c633815b272dd3ec1130d,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,39088,0,1,october,,21000,7/27/20 13:45,40242
9450b5be5e5de72336f0f5d2ff4c1c09,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""May"":1,""June"":1,""December"":0,""February"":0,""March"":0,""August"":0,""July"":0,""October"":0,""April"":0,""January"":0,""September"":0,""November"":0}","{""May"":2,""June"":1}",13126,7/27/20 13:45,40243
9dfea741e59a66df604555c4917b3ae8,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,31734,0,1,May,,21000,7/27/20 13:45,40244
a01fc927005d5509bf45e80bd2b38956,1,Third letter late,0,"[14,2,18,18,25,14,12,7,16,20,22,3]",0,26,1,32790,0,1,November,,21000,7/27/20 13:45,40245
3ff8d22f7c604bb41cafdc6011272d2b,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":1,""May"":1,""September"":1,""October"":1,""January"":1,""November"":1,""December"":1,""July"":1,""February"":1,""April"":1,""June"":1,""August"":1}","{""March"":3,""May"":5,""September"":9,""October"":10,""January"":1,""November"":11,""December"":12,""July"":7,""February"":2,""April"":4,""June"":6,""August"":8}",130545,7/27/20 13:46,40246
627b5ea1b378b555d1b30dd262929344,0,choice-set,2,[],2,-1,-1,-1,NA,0,"{""January"":1,""June"":0,""April"":0,""May"":1,""February"":1,""October"":0,""August"":0,""March"":1,""July"":0,""September"":0,""December"":0,""November"":0}","{""January"":2,""May"":4,""February"":3,""March"":1}",33327,7/27/20 13:47,40247
c175ecf8ff222b4b24300ce2b7c78186,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""March"":1,""April"":1,""October"":1,""February"":0,""September"":1,""June"":0,""January"":1,""May"":0,""July"":0,""December"":1,""August"":0,""November"":0}","{""March"":45,""April"":null,""October"":6,""September"":2,""January"":3,""December"":1}",35229,7/27/20 13:47,40248
e5680a4118f74837f8d86dbdaa66584b,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""November"":1,""February"":0,""June"":0,""July"":0,""September"":0,""January"":0,""August"":0,""December"":0,""May"":1,""March"":0,""October"":0,""April"":0}","{""November"":1,""May"":2}",102772,7/27/20 13:47,40249
a01fc927005d5509bf45e80bd2b38956,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""September"":0,""July"":0,""January"":0,""March"":0,""April"":0,""May"":0,""August"":0,""June"":0,""December"":0,""October"":0,""February"":0,""November"":1}","{""November"":1}",31243,7/27/20 13:47,40250
9dfea741e59a66df604555c4917b3ae8,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""December"":0,""February"":0,""October"":0,""March"":0,""May"":1,""June"":1,""September"":0,""August"":0,""November"":0,""January"":0,""July"":1,""April"":0}","{""May"":3,""June"":1,""July"":2}",40182,7/27/20 13:47,40251
4501f716c87c633815b272dd3ec1130d,1,choice-set,2,[],2,-1,-1,-1,NA,0,"{""August"":1,""March"":0,""October"":1,""January"":0,""June"":0,""February"":0,""April"":0,""September"":0,""December"":0,""May"":0,""July"":0,""November"":1}","{""August"":1,""October"":2,""November"":3}",49802,7/27/20 13:48,40252
